CODGEO,R_P19_POP1529,R_P19_POP3044,R_P19_POP4559,R_P19_POP6074,R_P19_POP7589,R_C19_MENPSEUL,R_C19_MENCOUPSENF,R_C19_MENCOUPAENF,R_C19_MENFAMMONO
53021,15.04,22.46,19.43,11.7,2.48,13.96,30.41,51.17,4.47
53022,17.82,17.78,20.33,13.53,7.18,29.96,27.05,35.69,4.85
53023,13.54,28.02,14.13,7.35,2.61,15.49,21.43,60.4,2.68
53025,14.26,23.87,17.72,13.57,6.25,25.89,31.35,40.4,1.21
53026,17.89,23.4,17.93,8.63,2.6,18.88,30.15,45.48,5.48
53027,16.26,20.69,21.18,14.29,9.85,13.33,53.33,26.67,6.67
53028,15.99,23.73,19.68,11.78,3.34,18.6,23.26,46.51,9.3
53029,14.67,19.14,20.02,13.4,7.26,28.0,32.0,35.0,5.0
53030,11.88,21.25,24.38,13.75,3.12,16.67,41.67,41.67,0.0
53031,17.65,24.35,16.56,8.83,7.4,24.26,29.21,36.1,7.77
53033,14.04,14.04,35.09,10.53,5.26,22.22,44.44,33.33,0.0
53034,12.52,16.21,21.66,22.14,7.58,20.79,41.39,31.68,4.55
53035,15.84,20.27,20.95,10.56,4.43,25.58,25.58,44.19,4.65
53036,14.37,18.59,18.31,13.24,9.67,30.86,27.16,32.1,9.88
53037,15.17,17.66,25.38,15.72,5.66,19.3,36.84,40.35,3.51
53038,10.14,17.57,21.62,24.32,10.81,40.0,33.33,13.33,13.33
53039,16.47,15.84,19.64,16.99,11.41,29.66,36.55,28.28,4.14
53040,12.9,23.11,18.97,13.43,7.14,34.74,28.48,29.4,7.38
53041,15.88,19.49,17.69,16.61,6.5,29.17,25.0,37.5,4.17
53042,15.52,14.69,22.87,18.36,8.41,31.08,28.38,29.73,8.11
53043,13.12,19.86,17.73,16.67,7.98,23.26,32.56,34.88,9.3
53045,12.76,20.23,20.53,21.99,4.11,19.64,42.86,33.93,3.57
53046,17.15,22.81,19.26,12.17,2.64,26.52,30.62,38.57,4.29
53047,12.73,12.73,24.35,21.36,10.87,37.53,33.33,20.81,4.16
53048,14.34,18.81,20.88,14.44,9.24,31.17,30.52,30.26,6.04
53049,12.57,28.39,15.12,9.75,3.11,14.59,25.01,56.24,4.17
53051,18.3,17.61,16.85,17.04,6.0,29.54,29.87,32.62,7.97
53052,9.82,21.05,24.21,19.3,5.61,36.0,24.0,36.0,0.0
53053,13.7,17.28,25.0,19.07,7.99,31.45,32.85,29.25,4.38
53054,13.91,16.82,22.67,19.83,6.86,22.55,38.77,31.12,6.93
53055,13.84,15.84,19.34,17.67,11.82,31.37,33.33,31.37,3.92
53056,15.52,24.31,20.25,13.32,2.48,21.43,30.0,42.86,4.29
53057,14.18,17.19,18.35,15.73,10.76,34.81,27.9,25.66,6.98
53058,17.68,18.6,23.48,11.59,5.79,26.92,30.77,34.62,7.69
53059,16.51,26.71,14.3,9.2,5.57,20.64,24.11,48.36,6.89
53061,18.2,17.01,19.12,18.21,8.36,33.24,32.65,29.09,2.51
53062,14.88,14.94,20.11,19.18,12.16,38.87,31.34,21.73,7.18
53063,20.65,19.87,20.19,12.08,5.22,24.07,37.8,35.32,2.81
53064,14.4,15.12,22.06,17.57,11.03,31.03,33.33,29.89,5.75
53066,15.81,19.65,18.5,13.33,6.94,27.35,27.41,41.32,2.94
53067,15.6,21.87,18.82,16.07,7.41,42.03,18.42,28.01,8.77
53068,9.33,16.0,17.33,24.0,9.33,38.46,30.77,30.77,0.0
53069,9.74,12.34,22.08,28.57,14.94,41.18,41.18,17.65,0.0
53071,12.19,16.53,16.94,20.66,10.33,30.95,30.95,30.95,7.14
53072,14.93,20.33,21.27,15.25,4.69,23.0,35.0,39.0,3.0
53073,13.75,18.71,22.07,17.26,7.53,29.54,31.75,28.2,7.86
53074,17.08,17.2,24.56,15.18,6.05,19.4,29.85,37.31,8.96
53075,16.0,17.93,21.63,8.64,11.54,27.96,35.62,32.36,4.06
53076,15.62,23.33,19.42,10.92,4.99,15.25,32.05,48.69,0.0
53077,14.49,18.14,18.48,17.36,9.36,28.51,33.17,30.67,6.88
53078,15.88,21.95,20.8,10.4,3.71,19.88,27.64,39.55,12.93
53079,12.84,14.17,22.6,18.48,11.3,29.53,40.07,30.4,0.0
53080,14.5,9.92,23.66,22.14,18.32,53.33,26.67,13.33,6.67
53082,18.65,20.38,20.06,13.48,4.39,23.4,25.53,42.55,4.26
53083,13.89,12.56,22.83,21.62,11.47,31.17,36.36,19.48,12.99
53084,13.33,12.96,19.57,20.23,17.23,39.31,35.01,18.62,5.65
53085,9.79,14.95,26.8,22.16,4.64,23.53,41.18,23.53,11.76
53086,15.28,19.06,20.16,11.65,8.35,33.33,27.78,33.33,5.56
53087,15.64,17.06,23.22,17.06,3.79,29.41,35.29,35.29,0.0
53088,15.08,16.14,21.08,17.91,11.39,29.99,34.82,27.23,6.62
53089,16.02,18.8,21.59,18.43,5.85,34.29,32.44,30.95,2.32
53090,17.9,19.75,20.37,12.35,8.64,21.43,28.57,35.71,14.29
53091,12.85,11.06,24.77,22.33,13.94,34.24,44.33,19.28,2.15
53093,11.87,8.42,24.59,23.42,22.98,30.59,39.54,22.68,7.19
53094,15.14,18.73,19.32,19.01,6.02,24.37,32.47,34.14,6.21
53096,13.39,15.06,18.36,19.19,14.72,38.08,35.37,20.4,5.38
53097,16.42,13.63,20.2,18.46,13.21,38.91,31.75,20.56,7.39
53098,12.88,20.61,18.5,16.16,7.73,23.53,41.18,29.41,5.88
53099,18.07,17.45,22.21,17.15,4.16,20.61,34.23,37.02,8.14
53100,8.11,10.15,22.21,27.03,19.73,35.58,45.58,15.36,3.48
53101,13.52,20.33,20.81,14.0,5.26,23.44,31.25,37.5,6.25
53102,12.65,17.47,21.69,12.65,10.24,28.57,35.71,35.71,0.0
53103,15.23,18.6,21.09,16.92,6.0,19.76,36.53,35.93,7.19
53104,14.26,21.97,21.17,12.59,4.87,19.82,36.66,39.56,2.97
53105,15.42,23.79,22.91,11.89,2.64,17.65,41.18,35.29,5.88
53106,13.5,18.51,22.4,15.94,10.68,36.1,30.62,28.9,2.19
53107,11.05,11.18,20.63,21.74,19.39,38.86,40.21,15.72,4.8
53108,16.8,23.85,16.01,11.84,4.07,26.87,29.38,39.12,4.63
53109,14.97,19.63,21.03,12.29,6.74,26.79,30.71,36.38,6.12
53110,14.94,20.36,20.16,13.74,7.92,33.33,29.76,32.14,3.57
53111,13.72,19.49,22.37,15.96,5.19,28.39,30.83,33.07,7.71
53112,12.51,16.68,21.22,19.94,9.22,32.04,37.26,25.02,5.69
53113,13.09,21.32,19.86,17.46,7.41,32.75,32.17,31.09,2.01
53114,8.4,16.32,22.29,27.26,11.9,33.39,42.86,18.99,4.76
53115,9.9,18.5,21.75,23.37,6.09,29.7,40.76,25.85,3.69
53116,13.61,16.39,21.39,15.69,10.56,29.31,34.48,25.86,10.34
53117,11.79,23.26,17.89,12.32,5.95,16.17,35.67,39.83,8.33
53118,11.74,18.24,24.17,13.84,10.93,37.56,32.02,30.42,0.0
53119,13.16,16.65,23.96,18.48,8.1,24.93,37.83,29.13,7.27
53120,9.89,16.26,20.66,23.08,11.87,33.33,38.1,26.19,0.0
53121,12.15,11.04,23.01,22.96,14.8,34.48,38.41,20.72,4.79
53122,14.79,19.06,18.82,19.2,6.91,30.76,37.38,30.28,1.58
53123,12.31,20.08,16.44,15.2,12.39,29.66,31.56,31.09,6.84
53124,18.66,18.31,22.4,9.76,5.03,24.27,30.1,40.78,4.85
53125,11.4,15.07,18.05,19.65,14.52,32.52,34.93,23.5,7.06
53126,14.18,19.69,18.4,14.32,10.76,29.71,30.23,33.5,4.36
53127,10.71,14.02,22.08,18.66,15.73,34.54,32.02,24.72,7.18
53128,15.33,19.06,14.15,10.39,12.6,26.44,30.56,35.32,7.68
53129,14.7,21.4,21.11,10.52,6.6,18.18,32.37,38.73,10.72
53130,21.82,16.65,18.23,16.4,9.12,51.68,22.29,15.62,8.69
53131,6.7,19.59,22.68,21.65,7.73,29.41,29.41,23.53,17.65
53132,17.75,12.57,27.85,17.69,9.94,29.94,33.56,32.3,4.2
53133,13.66,14.3,22.38,26.32,9.86,32.98,39.74,19.97,4.36
53134,11.73,18.99,17.88,15.08,10.06,23.08,30.77,38.46,7.69
53135,15.18,16.96,21.48,19.56,5.47,21.05,40.35,35.09,3.51
53136,14.52,22.42,21.1,14.84,2.78,17.19,36.24,43.2,3.37
53137,16.85,21.4,18.33,12.83,5.59,16.46,32.45,41.86,7.7
53139,12.51,18.5,20.13,17.4,9.15,30.66,34.04,29.58,2.89
53140,14.09,19.85,19.57,15.87,7.38,25.45,31.55,36.18,5.34
53141,16.56,21.93,19.07,13.0,3.64,16.05,29.63,48.15,4.94
53142,13.94,11.07,26.76,24.49,10.35,37.23,43.25,19.52,0.0
53143,12.37,23.98,21.01,12.17,3.58,17.08,27.68,47.23,8.01
53144,13.67,19.84,23.39,15.37,6.44,29.69,29.69,32.81,7.81
53145,15.13,19.82,24.41,11.3,5.38,26.62,28.73,35.15,7.11
53146,15.93,20.34,16.74,12.38,8.76,23.81,30.51,37.08,6.43
53147,17.82,14.64,18.82,21.59,11.06,47.44,28.13,16.04,7.2
53148,20.8,22.12,22.12,4.42,3.1,18.75,25.0,56.25,0.0
53150,11.96,17.02,25.86,17.93,4.95,28.46,35.82,31.77,3.95
53151,14.59,19.7,18.3,8.08,11.6,23.3,32.43,35.17,7.8
53152,14.25,13.75,18.87,18.23,15.74,38.17,33.59,19.08,8.78
53153,14.87,17.16,24.62,15.49,8.0,30.94,28.41,29.36,11.29
53154,10.7,14.14,18.6,16.87,16.31,26.59,39.02,30.34,4.05
53155,13.89,18.23,23.86,15.58,8.89,22.36,36.92,34.28,5.58
53156,13.15,25.9,19.52,13.15,1.2,25.0,35.0,40.0,0.0
53157,15.89,19.14,24.21,15.2,4.77,19.23,37.5,33.65,9.62
53158,13.57,24.01,17.35,11.88,6.91,23.7,32.47,38.82,3.75
53160,14.4,16.27,23.73,20.0,7.2,29.41,38.24,26.47,5.88
53161,14.02,17.52,18.47,16.47,11.15,33.07,32.87,27.43,6.27
53162,18.63,12.3,21.97,23.85,8.72,26.77,43.37,25.31,3.4
53163,15.55,20.0,19.38,14.51,5.07,25.44,25.7,35.05,12.08
53164,11.59,12.46,26.38,22.03,14.49,37.14,40.0,17.14,5.71
53165,12.43,18.16,20.21,22.31,2.61,28.16,31.27,30.25,10.33
53168,13.53,22.46,21.32,12.46,6.57,28.22,35.58,29.2,4.94
53169,14.32,16.02,22.82,19.17,5.1,26.47,32.35,35.29,5.88
53170,14.68,17.18,20.73,18.05,7.17,32.32,27.27,31.31,6.06
53172,13.44,25.12,22.14,10.7,2.24,26.67,30.0,36.67,6.67
53173,17.68,13.81,22.65,11.6,12.71,26.67,26.67,26.67,6.67
53174,13.52,16.51,25.48,17.94,4.31,18.46,40.0,38.46,3.08
53175,15.26,22.92,19.74,12.87,3.98,24.53,29.25,44.34,1.89
53176,14.57,16.43,16.47,14.61,13.71,24.75,32.24,29.08,11.62
53177,13.77,19.67,16.72,15.08,9.51,30.77,34.62,23.08,11.54
53178,20.7,16.74,24.67,7.05,6.61,17.65,23.53,47.06,5.88
53179,13.35,19.03,21.88,13.92,7.1,28.57,32.14,39.29,0.0
53180,15.71,18.3,24.58,12.72,4.71,16.93,38.79,34.22,10.06
53181,9.12,10.66,16.57,22.04,23.56,41.94,34.77,16.23,4.3
53182,15.06,18.44,18.77,17.36,11.41,38.86,28.34,24.04,6.87
53184,15.57,19.16,23.35,7.78,5.39,18.18,27.27,54.55,0.0
53185,12.53,14.58,19.82,21.39,12.7,39.35,32.41,21.3,5.56
53186,13.67,20.79,18.39,14.9,8.39,30.11,34.66,32.39,2.84
53187,13.3,20.51,17.26,20.25,9.67,37.14,18.26,30.9,9.13
53188,11.41,13.47,18.86,23.23,13.55,38.4,35.86,19.41,6.33
53189,15.6,16.51,22.94,19.27,14.68,36.36,27.27,18.18,9.09
53190,16.03,16.24,18.38,18.38,10.47,31.71,34.15,29.27,4.88
53191,11.76,19.48,20.58,16.9,8.85,29.82,39.95,30.24,0.0
53192,15.72,16.35,21.38,16.67,5.97,28.0,32.0,28.0,12.0
53193,17.52,21.77,20.88,13.81,4.42,28.89,28.89,37.78,4.44
53195,13.01,26.2,17.92,9.6,3.89,12.06,23.83,55.24,5.89
53196,12.25,15.67,20.8,20.51,14.53,35.29,35.29,26.47,0.0
53197,11.75,15.56,16.23,19.02,15.3,32.44,36.49,22.97,6.76
53198,12.23,10.04,26.64,21.4,15.72,33.33,38.1,19.05,4.76
53199,12.96,15.74,21.3,25.46,12.04,25.0,40.0,15.0,20.0
53200,15.01,15.27,26.66,18.12,4.66,18.68,40.66,32.97,7.69
53201,14.78,15.29,20.69,19.0,11.7,30.89,35.17,25.54,7.49
53202,10.71,12.01,21.43,26.3,14.94,27.59,48.28,24.14,0.0
53203,13.52,18.86,23.62,14.86,7.24,20.93,37.21,27.91,13.95
53204,17.78,19.85,17.27,19.59,9.02,30.3,24.24,30.3,12.12
53206,14.29,18.23,24.63,15.76,6.9,23.53,35.29,35.29,5.88
53208,14.77,18.08,21.68,16.54,11.22,21.31,40.42,28.75,2.39
53209,15.38,20.39,20.21,15.21,6.98,22.73,40.91,34.09,2.27
53210,12.89,15.73,20.23,15.99,12.54,29.57,31.6,29.39,6.3
53211,13.16,12.87,21.71,20.45,13.4,32.5,38.86,21.0,6.86
53212,18.65,18.18,26.57,12.35,3.96,24.24,30.3,39.39,6.06
53213,13.86,17.79,19.39,15.26,11.6,32.93,37.3,29.77,0.0
53214,16.56,16.56,27.61,13.5,4.91,35.71,35.71,28.57,0.0
53216,15.87,18.23,23.42,14.68,7.0,30.42,28.3,33.3,7.98
53218,17.29,14.79,23.06,18.8,8.15,28.57,32.86,30.0,5.71
53219,12.54,18.91,21.78,19.48,7.45,32.26,33.87,27.42,5.65
53220,12.63,25.0,16.58,12.37,2.37,22.22,25.93,51.85,0.0
53221,14.35,16.55,19.88,16.83,10.7,25.25,38.48,36.27,0.0
53222,16.44,20.27,18.63,9.59,7.67,25.93,25.93,44.44,3.7
53223,9.24,10.49,29.07,21.33,15.45,37.46,43.68,10.55,2.44
53224,15.94,24.32,17.61,10.34,4.06,20.72,25.43,49.01,4.84
53225,19.74,20.38,15.47,10.94,7.0,23.86,18.77,46.65,10.72
53226,13.79,21.6,20.51,12.12,5.12,27.42,24.19,38.71,8.06
53228,14.97,16.76,21.75,19.07,8.56,36.73,30.61,26.53,4.08
53229,14.51,21.48,20.94,14.6,4.22,18.77,33.22,43.98,4.03
53230,13.94,13.6,26.09,16.13,13.67,38.18,36.53,20.91,0.0
53232,12.86,23.79,19.94,14.47,3.22,29.17,20.83,37.5,12.5
53233,15.29,21.76,16.76,18.24,5.59,25.0,32.14,25.0,14.29
53234,16.83,19.03,21.03,12.98,6.92,23.96,28.13,44.41,3.51
53235,6.17,14.54,23.79,26.87,10.57,33.33,33.33,28.57,4.76
53236,12.94,17.65,20.0,19.41,10.0,37.5,25.0,18.75,6.25
53237,13.44,17.62,20.48,21.59,8.59,28.21,38.46,28.21,5.13
53238,11.35,14.79,23.64,21.25,12.59,36.48,32.05,17.56,9.9
53240,10.53,19.22,24.03,21.74,6.86,30.0,32.5,27.5,7.5
53242,18.99,19.77,17.83,17.44,6.98,25.0,20.0,45.0,10.0
53243,17.13,19.35,20.19,13.04,5.8,23.51,35.1,36.22,5.17
53245,16.73,17.5,21.3,14.61,9.7,29.4,34.59,32.16,3.85
53246,12.5,15.47,21.41,21.35,12.36,34.91,36.09,21.3,6.51
53247,14.21,21.5,17.69,14.54,8.13,28.98,30.82,35.14,3.93
53248,9.29,24.29,22.14,21.43,7.14,38.46,23.08,23.08,15.38
53249,9.41,15.16,21.81,21.93,13.03,34.95,34.24,21.25,8.6
53250,13.1,19.07,18.96,15.95,11.78,29.19,35.23,29.7,5.89
53251,15.95,22.2,17.67,14.22,3.23,17.65,35.29,44.12,2.94
53253,14.5,15.85,16.82,18.49,11.02,27.78,30.56,36.11,2.78
53255,15.45,17.44,20.63,19.06,9.9,32.78,31.3,27.03,7.27
53256,8.14,10.47,20.93,41.86,11.05,33.33,44.44,11.11,11.11
53257,11.1,16.5,18.07,16.15,10.66,33.33,29.17,29.17,8.33
53258,13.27,19.96,25.0,15.46,6.69,32.86,34.29,27.14,2.86
53259,24.02,17.22,21.04,11.93,9.12,37.05,30.36,20.55,9.01
53260,17.88,23.93,16.88,9.07,5.54,27.59,27.59,44.83,0.0
53261,15.24,9.15,36.59,14.63,10.37,21.43,42.86,28.57,7.14
53262,15.73,20.84,18.61,12.86,8.3,24.42,32.43,36.05,4.71
53263,9.69,19.12,22.36,20.15,11.93,34.73,40.82,20.74,0.0
53264,10.31,16.49,23.2,18.56,6.19,31.25,25.0,25.0,12.5
53265,12.75,17.91,21.25,16.68,9.84,30.41,28.97,32.56,4.84
53266,11.89,15.42,22.47,18.06,13.22,25.0,30.0,35.0,5.0
53267,16.05,16.31,18.54,13.56,11.07,33.33,33.33,29.17,3.12
53269,12.95,21.59,19.92,13.71,7.82,26.7,26.94,42.22,2.07
53270,11.01,13.76,28.44,14.68,8.26,22.22,33.33,33.33,11.11
53271,11.35,12.91,20.84,21.85,17.48,42.15,31.8,16.38,9.29
53272,9.73,16.76,24.86,15.68,11.35,37.5,18.75,18.75,18.75
53273,16.19,22.82,19.32,14.81,4.97,23.26,38.37,33.72,4.65
53276,14.84,18.69,20.1,15.15,8.78,32.39,29.72,35.18,0.0
54001,13.7,17.47,22.91,20.57,9.77,33.24,29.92,18.89,17.95
54002,10.78,24.14,19.4,19.83,6.47,33.33,28.57,33.33,4.76
54003,5.43,14.13,26.09,26.09,10.87,33.33,44.44,22.22,0.0
54004,18.99,13.41,30.17,15.08,7.26,20.0,33.33,33.33,6.67
54005,10.09,19.27,19.27,19.27,12.84,30.0,40.0,30.0,0.0
54006,14.87,15.57,25.09,17.26,8.16,22.69,34.21,37.39,5.71
54007,13.85,17.31,24.62,21.92,4.81,19.05,40.48,35.71,4.76
54008,13.93,19.52,27.89,14.6,4.95,20.55,36.16,40.79,2.5
54009,13.92,18.99,23.42,17.09,4.43,25.0,33.33,41.67,0.0
54010,13.01,21.67,17.65,21.67,5.92,26.28,32.82,34.08,6.82
54011,17.23,20.34,21.9,11.36,6.22,21.32,23.42,33.98,17.02
54012,9.74,22.12,19.09,18.38,6.7,27.32,30.93,38.31,3.44
54013,23.26,13.95,19.77,22.09,6.98,28.57,28.57,14.29,28.57
54014,16.08,14.12,21.96,17.25,12.16,36.36,27.27,27.27,9.09
54015,15.35,21.26,18.11,15.35,7.09,20.0,35.0,40.0,5.0
54016,14.6,25.41,22.34,13.32,3.86,27.49,27.34,40.61,4.56
54017,6.5,15.66,28.55,29.83,11.67,37.5,37.5,25.0,0.0
54018,14.07,14.8,25.63,23.94,8.23,25.69,34.64,35.34,4.33
54019,9.52,19.05,17.86,17.86,10.71,14.29,28.57,28.57,28.57
54020,14.54,18.57,20.36,21.03,8.5,25.0,32.5,32.5,5.0
54021,16.38,19.83,20.26,19.4,3.88,16.67,27.78,33.33,16.67
54022,10.83,21.14,19.18,22.38,7.28,32.0,28.0,30.0,10.0
54023,13.82,16.26,19.92,21.15,10.98,28.58,38.1,23.8,4.76
54024,10.92,20.15,16.66,13.27,5.8,27.68,27.91,40.43,3.99
54025,21.59,18.57,21.19,16.7,4.11,22.44,28.46,36.17,10.35
54026,14.2,19.89,18.75,17.05,5.68,28.57,28.57,35.71,0.0
54027,12.27,25.23,20.41,13.76,5.28,19.12,33.82,45.59,0.0
54028,16.11,19.6,18.81,15.47,10.12,38.15,24.5,25.3,10.04
54029,16.64,22.08,20.56,13.81,5.96,32.8,20.75,33.48,11.03
54030,18.07,9.64,21.69,16.87,15.66,50.0,25.0,25.0,0.0
54031,16.15,19.23,24.23,17.31,8.85,21.74,43.48,30.43,0.0
54032,12.77,19.15,26.6,20.74,4.26,29.41,35.29,29.41,5.88
54033,9.7,24.63,19.4,11.19,2.24,11.11,33.33,55.56,0.0
54034,19.91,16.29,25.34,14.93,10.86,31.58,26.32,26.32,15.79
54035,14.21,13.18,16.28,28.42,11.37,38.89,27.78,22.22,11.11
54036,17.13,24.33,20.7,9.67,3.9,18.29,24.15,48.76,8.8
54037,10.39,21.98,18.57,22.06,8.16,15.36,42.62,38.98,3.04
54038,14.45,14.83,25.94,17.93,10.34,32.61,30.49,28.18,4.36
54039,16.09,14.84,19.89,19.89,11.08,43.71,25.55,19.31,10.18
54040,14.23,14.68,20.46,20.25,11.34,34.5,26.31,21.88,15.05
54041,17.37,13.75,23.88,16.65,13.83,33.33,25.0,16.67,16.67
54042,13.24,17.92,21.26,20.97,7.16,33.24,28.13,22.82,15.81
54043,12.82,16.28,18.64,17.76,13.1,25.0,31.0,35.0,8.0
54044,14.72,21.32,15.23,14.21,8.12,20.0,33.33,33.33,13.33
54045,12.33,24.29,18.23,16.1,9.39,27.62,32.63,31.68,8.07
54046,11.22,23.25,17.01,14.06,7.92,28.66,27.71,34.49,6.06
54047,13.85,24.23,16.15,15.38,5.77,23.81,23.81,38.1,9.52
54048,15.13,16.45,24.85,20.77,5.67,22.78,29.13,33.67,14.42
54049,12.64,18.4,25.84,14.87,7.62,26.67,22.22,35.56,13.33
54050,9.38,17.19,17.19,32.81,4.69,0.0,60.0,20.0,20.0
54051,14.63,20.24,21.91,15.42,8.92,24.87,30.32,34.19,7.71
54052,8.84,26.53,19.73,10.88,5.44,16.67,25.0,58.33,0.0
54053,13.64,23.38,22.08,14.94,3.9,25.0,33.33,33.33,8.33
54054,13.54,19.61,18.11,14.44,12.61,35.77,26.02,26.02,9.76
54055,13.03,19.09,18.79,20.91,9.09,14.29,39.29,35.71,7.14
54056,16.31,15.6,26.24,17.02,12.77,28.57,35.71,28.57,7.14
54057,5.63,19.72,12.68,22.54,12.68,20.0,40.0,40.0,0.0
54058,6.98,22.09,18.6,11.63,16.28,14.29,28.57,28.57,28.57
54059,12.98,22.25,22.91,16.29,3.84,23.81,30.16,33.33,11.11
54060,16.72,19.35,23.34,15.35,7.13,27.41,27.7,34.08,7.5
54061,15.5,20.6,18.99,16.33,5.16,19.77,24.01,34.56,21.66
54062,17.78,20.89,19.09,14.57,6.74,23.66,28.75,34.89,10.78
54063,13.64,15.91,23.86,17.61,10.8,26.67,46.67,26.67,0.0
54064,14.47,14.15,20.13,22.64,11.32,25.0,42.86,17.86,14.29
54065,11.71,18.12,21.01,20.87,9.94,28.24,37.53,26.96,6.24
54066,12.07,26.47,20.28,10.22,3.72,17.34,28.32,50.82,3.53
54067,14.65,25.88,18.26,12.08,7.87,28.08,33.05,34.01,4.86
54068,18.28,12.9,19.35,23.66,10.75,37.5,25.0,37.5,0.0
54069,13.63,22.99,21.56,13.66,6.98,21.14,35.4,34.61,5.88
54070,18.39,20.11,18.39,16.67,6.9,15.38,30.77,53.85,0.0
54071,13.92,15.82,22.15,22.15,10.13,31.25,37.5,31.25,0.0
54072,14.77,18.53,20.96,17.34,6.97,24.2,33.49,37.53,4.78
54073,14.49,17.65,23.53,18.74,5.66,22.97,35.14,33.78,6.76
54074,5.41,29.73,16.22,8.11,2.7,33.33,33.33,33.33,0.0
54075,9.24,16.81,21.85,31.09,11.76,50.0,35.71,14.29,0.0
54076,17.16,18.73,21.75,15.49,7.21,30.52,28.2,29.07,10.76
54077,18.36,12.39,19.12,19.54,11.27,36.73,26.56,24.7,9.59
54078,12.28,22.81,24.56,12.28,12.28,0.0,60.0,40.0,0.0
54079,15.34,19.24,17.54,16.98,7.76,31.59,26.89,30.55,10.44
54080,19.33,17.32,22.39,16.27,5.84,25.0,28.41,31.82,14.77
54081,16.35,13.74,22.75,23.22,9.72,27.03,40.54,27.03,5.41
54082,15.52,18.39,26.44,19.54,5.17,14.29,50.0,28.57,7.14
54083,13.66,15.85,25.14,16.94,9.84,29.41,17.65,29.41,17.65
54084,15.87,20.74,22.65,17.04,6.98,31.25,30.0,28.75,8.75
54085,17.98,15.73,26.97,12.36,12.36,37.5,12.5,37.5,12.5
54086,13.19,21.54,16.34,16.99,9.09,30.27,26.72,32.98,6.68
54087,13.42,23.49,15.44,21.48,3.36,25.0,41.67,33.33,0.0
54088,22.82,15.77,19.92,14.52,4.98,21.05,31.58,47.37,0.0
54089,15.66,18.18,22.79,18.75,7.58,23.94,34.33,31.63,8.43
54090,15.4,17.84,18.43,21.04,9.65,28.22,33.4,27.49,9.18
54091,13.8,26.53,22.54,10.95,2.75,17.47,27.74,47.85,6.93
54092,4.62,23.08,32.31,18.46,7.69,28.57,28.57,28.57,14.29
54093,11.31,20.83,22.62,15.48,10.12,21.43,42.86,28.57,7.14
54094,12.72,18.5,22.54,21.97,10.4,26.67,40.0,33.33,0.0
54095,4.35,32.61,23.91,8.7,2.17,0.0,33.33,66.67,0.0
54096,11.19,28.54,17.58,13.01,1.37,22.86,31.43,40.0,5.71
54097,11.22,6.12,39.8,25.51,11.22,40.0,20.0,20.0,10.0
54098,8.98,22.16,14.97,23.95,8.38,23.08,38.46,38.46,0.0
54099,14.96,19.23,20.5,17.25,8.27,37.71,27.07,24.72,9.81
54100,11.53,21.5,20.16,16.05,7.96,18.61,31.84,37.86,11.7
54101,13.74,16.79,26.72,19.85,11.45,20.0,40.0,40.0,0.0
54102,13.79,19.05,24.63,17.57,7.88,22.0,34.0,28.0,14.0
54103,14.67,17.33,19.11,17.78,9.33,16.67,27.78,38.89,16.67
54104,13.3,23.67,18.08,16.47,4.32,20.58,25.25,49.12,0.0
54105,13.45,22.51,16.57,17.93,8.54,34.38,29.22,30.17,4.19
54106,20.63,20.63,23.81,14.29,4.76,0.0,25.0,50.0,25.0
54107,18.92,24.32,16.22,10.81,5.41,20.0,20.0,40.0,20.0
54108,10.77,24.62,20.77,13.85,7.69,36.36,36.36,27.27,0.0
54109,13.66,25.49,17.73,14.61,4.19,21.09,25.34,45.12,8.45
54110,16.17,14.26,27.79,19.35,6.18,17.56,33.45,39.87,9.12
54111,14.84,16.14,23.31,18.9,10.17,31.74,30.11,25.59,12.17
54112,15.01,24.93,17.56,12.61,3.68,18.87,28.3,45.28,7.55
54113,15.69,18.86,20.82,18.85,5.82,21.16,35.14,38.53,5.17
54114,13.8,15.03,26.99,19.02,7.36,22.22,40.74,33.33,3.7
54115,15.99,16.88,20.6,20.91,8.72,38.49,26.81,21.61,11.36
54116,13.85,19.49,17.58,19.97,9.21,22.49,34.02,34.67,7.68
54117,10.34,23.28,16.38,23.28,5.17,22.22,33.33,44.44,0.0
54118,15.07,20.27,22.71,13.82,7.49,25.4,25.49,40.61,4.25
54119,15.12,16.28,26.74,12.79,12.79,14.29,42.86,28.57,14.29
54120,9.83,21.83,23.13,20.55,4.0,29.32,32.37,34.72,3.6
54121,8.95,15.26,18.42,31.58,7.89,29.41,35.29,23.53,11.76
54122,14.95,22.5,20.58,17.01,6.45,26.23,27.87,36.07,9.84
54123,15.47,18.23,22.43,16.16,8.57,25.85,31.29,34.01,8.16
54124,2.17,23.91,10.87,23.91,8.7,25.0,50.0,25.0,0.0
54125,17.17,18.95,20.58,17.86,6.38,24.76,31.85,36.14,4.8
54126,14.98,18.06,25.99,16.3,4.85,16.67,22.22,44.44,11.11
54127,13.01,21.05,25.04,14.94,8.31,22.97,26.02,39.09,11.92
54128,14.97,16.1,23.73,19.07,7.34,22.81,35.09,31.58,10.53
54129,13.11,13.66,20.75,22.3,12.8,41.5,24.49,19.73,14.29
54130,15.76,13.59,20.65,22.28,10.87,20.0,53.33,20.0,6.67
54131,15.32,21.37,21.37,17.34,3.23,23.68,26.32,36.84,2.63
54132,11.11,15.87,23.81,22.22,6.35,33.33,33.33,16.67,16.67
