CODGEO,R_P19_POP1529,R_P19_POP3044,R_P19_POP4559,R_P19_POP6074,R_P19_POP7589,R_C19_MENPSEUL,R_C19_MENCOUPSENF,R_C19_MENCOUPAENF,R_C19_MENFAMMONO
52113,9.89,16.44,24.32,15.28,11.42,23.26,34.3,27.21,9.8
52114,14.17,16.16,20.59,18.42,11.37,33.32,28.55,26.49,10.18
52115,8.91,12.87,29.7,23.76,9.9,22.22,55.56,22.22,0.0
52116,14.29,14.29,36.73,14.29,6.12,20.0,0.0,40.0,40.0
52118,14.34,19.71,20.43,19.71,7.17,32.0,32.0,32.0,4.0
52119,11.01,20.0,18.26,23.77,7.54,31.25,34.38,31.25,3.12
52120,6.59,15.38,22.53,26.37,10.99,25.0,43.75,18.75,12.5
52121,21.18,15.53,19.26,18.08,9.7,50.36,23.3,14.94,9.97
52122,16.38,13.79,24.14,12.93,15.52,45.45,18.18,27.27,9.09
52123,14.66,16.92,20.02,20.96,8.62,28.42,33.0,28.76,9.82
52124,7.89,5.26,14.47,36.84,21.05,44.44,44.44,0.0,11.11
52125,15.55,14.89,21.52,23.69,7.3,25.87,46.16,23.46,4.51
52126,14.91,15.53,24.84,20.5,6.83,28.57,35.71,28.57,7.14
52127,8.97,12.82,25.64,24.36,14.1,42.86,14.29,28.57,14.29
52128,20.83,23.61,11.8,13.2,8.33,27.27,27.27,36.36,9.09
52129,15.38,18.8,14.53,17.95,12.82,30.0,40.0,30.0,0.0
52130,12.37,20.43,13.98,24.73,10.75,25.0,31.25,31.25,6.25
52131,7.89,13.16,30.26,18.42,7.89,28.57,14.29,14.29,28.57
52132,14.63,14.02,22.56,24.39,8.54,41.18,35.29,17.65,5.88
52133,15.71,2.86,27.14,30.0,20.0,50.0,37.5,0.0,12.5
52134,14.68,12.84,24.31,24.31,11.47,36.36,36.36,18.18,4.55
52135,6.52,9.78,20.65,23.91,30.43,50.0,30.0,10.0,0.0
52136,7.96,13.27,15.04,30.09,22.12,40.0,26.67,26.67,0.0
52137,9.09,4.55,27.27,22.73,27.27,50.0,0.0,50.0,0.0
52138,16.13,9.68,37.1,17.74,8.06,33.33,33.33,33.33,0.0
52140,14.07,16.36,24.29,17.26,9.52,27.42,33.5,29.46,4.79
52141,7.72,16.98,25.18,24.08,11.29,35.88,34.59,22.74,3.46
52142,7.25,13.04,21.74,27.54,15.94,33.33,33.33,33.33,0.0
52145,10.26,20.51,18.8,20.51,11.11,30.0,40.0,20.0,0.0
52146,14.38,16.88,18.75,15.0,11.88,28.57,35.71,35.71,0.0
52147,9.89,20.88,18.68,19.78,10.99,25.0,50.0,25.0,0.0
52149,13.33,20.0,17.78,30.0,5.56,50.0,20.0,10.0,20.0
52151,7.38,16.11,24.83,28.19,6.04,35.71,42.86,14.29,0.0
52155,15.01,16.37,18.52,24.76,9.75,33.33,37.5,22.92,4.17
52156,11.3,19.61,21.17,20.84,8.86,31.27,35.39,25.3,8.05
52157,8.33,0.0,16.67,41.67,25.0,0.0,0.0,0.0,0.0
52158,12.41,26.97,17.36,13.79,4.59,33.22,20.81,37.64,8.33
52159,24.0,12.0,24.0,20.0,4.0,50.0,0.0,50.0,0.0
52160,13.04,13.04,23.19,20.29,10.14,50.0,16.67,33.33,0.0
52161,14.67,18.67,16.0,25.33,13.33,37.5,50.0,12.5,0.0
52162,15.82,14.8,22.96,14.29,11.22,31.25,37.5,18.75,12.5
52163,12.22,21.55,21.95,15.48,6.83,25.25,28.21,37.16,9.38
52164,12.18,15.23,21.83,22.34,7.61,38.89,16.67,33.33,5.56
52165,7.65,12.76,16.33,33.67,13.27,40.0,35.0,20.0,5.0
52167,11.54,25.77,20.0,13.85,5.77,15.0,25.0,45.0,15.0
52168,10.0,15.0,28.33,13.33,13.33,20.0,40.0,20.0,20.0
52169,21.25,13.75,32.5,13.75,2.5,28.57,14.29,42.86,14.29
52170,12.05,13.86,25.3,15.06,15.06,28.57,42.86,28.57,0.0
52171,13.69,18.26,17.43,23.65,8.71,30.0,25.0,35.0,10.0
52172,11.96,14.23,19.37,18.47,13.12,37.91,34.58,23.57,3.95
52173,13.16,13.16,22.37,22.37,11.84,28.57,42.86,28.57,0.0
52174,10.26,15.38,23.08,10.26,20.51,50.0,25.0,25.0,0.0
52175,17.46,18.52,17.77,17.08,6.58,30.45,30.94,21.09,17.51
52177,12.96,11.99,18.0,21.9,18.13,37.01,29.59,16.54,15.46
52178,14.96,15.79,20.78,20.22,7.76,33.33,36.67,26.67,3.33
52179,10.0,0.0,40.0,45.0,5.0,50.0,50.0,0.0,0.0
52181,19.78,16.48,23.08,13.19,6.59,33.33,22.22,33.33,0.0
52182,13.77,20.26,18.87,17.61,9.02,27.06,33.64,30.04,7.52
52183,18.42,18.42,21.05,7.89,13.16,66.67,0.0,33.33,0.0
52184,3.39,15.25,22.03,28.81,13.56,20.0,60.0,20.0,0.0
52185,5.71,5.71,15.71,31.43,32.86,50.0,25.0,12.5,12.5
52187,10.69,13.84,18.87,24.53,13.21,28.57,35.71,21.43,14.29
52189,9.66,17.26,18.37,18.79,10.18,26.33,32.97,37.7,3.0
52190,14.34,19.08,22.18,18.28,10.37,36.49,33.6,26.17,0.0
52193,7.17,18.5,25.81,21.93,7.35,17.18,44.92,30.3,0.0
52194,14.9,20.1,18.61,17.65,9.4,32.66,28.06,29.96,6.57
52195,10.81,2.7,29.73,35.14,8.11,60.0,40.0,0.0,0.0
52196,7.29,12.5,29.17,20.83,17.71,40.0,40.0,20.0,0.0
52197,14.32,13.69,20.97,20.11,13.75,39.66,37.07,16.38,6.9
52198,20.0,10.67,28.0,14.67,8.0,16.67,33.33,50.0,0.0
52199,6.12,22.45,16.33,22.45,14.29,20.0,40.0,40.0,0.0
52200,14.86,10.81,27.03,17.57,14.86,42.86,28.57,14.29,14.29
52201,15.94,15.94,20.29,11.59,7.25,40.0,20.0,20.0,20.0
52203,20.55,11.64,25.34,19.18,8.9,33.33,25.0,25.0,16.67
52204,9.38,23.44,10.94,32.81,6.25,33.33,16.67,16.67,16.67
52205,13.78,15.08,27.34,21.23,7.29,28.27,41.07,25.78,4.89
52206,12.27,19.02,31.9,18.4,6.13,26.67,40.0,33.33,0.0
52207,13.83,13.83,26.6,19.15,13.83,37.5,12.5,37.5,12.5
52208,7.28,11.92,17.22,30.46,19.87,52.94,29.41,11.76,5.88
52211,11.59,15.32,21.19,24.84,12.7,41.89,31.08,18.92,6.76
52212,16.66,14.78,24.89,19.2,9.77,32.52,32.18,28.17,7.13
52213,11.28,9.77,24.81,21.8,21.8,30.77,46.15,23.08,0.0
52214,25.0,15.62,18.75,15.62,9.38,0.0,50.0,50.0,0.0
52216,17.78,17.78,11.11,24.44,4.44,33.33,33.33,33.33,0.0
52217,20.22,12.36,19.1,24.72,7.87,37.5,25.0,25.0,0.0
52218,10.0,20.0,24.0,20.0,10.0,40.0,20.0,20.0,20.0
52219,16.67,11.11,27.78,16.67,16.67,0.0,50.0,50.0,0.0
52220,12.68,13.38,21.83,26.06,10.56,35.71,21.43,28.57,7.14
52221,8.47,16.95,16.95,17.8,15.25,30.0,40.0,20.0,10.0
52222,23.68,18.42,18.42,7.89,13.16,33.33,33.33,33.33,0.0
52223,4.41,8.82,25.0,25.0,22.06,42.86,28.57,28.57,0.0
52227,9.71,16.5,18.45,25.24,15.53,40.91,36.36,22.73,0.0
52228,10.13,13.92,21.52,18.99,17.72,37.5,37.5,12.5,12.5
52229,11.49,10.14,29.73,20.95,14.19,33.33,33.33,33.33,0.0
52230,14.04,16.49,22.17,19.86,9.23,32.29,36.04,27.67,0.0
52231,13.98,16.13,22.58,15.05,11.83,25.0,50.0,25.0,0.0
52232,15.25,20.34,11.86,10.17,11.86,40.0,20.0,20.0,20.0
52233,7.5,14.04,17.75,27.09,17.75,36.36,45.45,9.09,9.09
52234,10.53,26.32,23.68,18.42,7.89,33.33,33.33,33.33,0.0
52235,14.93,14.09,21.39,23.81,12.11,31.82,22.73,22.73,22.73
52237,17.27,12.59,23.74,21.94,6.83,40.74,25.93,25.93,7.41
52240,13.47,20.73,19.17,17.1,7.25,31.25,25.0,25.0,18.75
52242,11.25,18.42,18.08,21.26,11.4,33.63,29.05,26.85,9.31
52243,10.17,11.02,17.8,27.12,17.8,36.36,45.45,18.18,0.0
52244,13.35,23.19,19.18,16.52,7.21,20.19,36.39,36.86,6.56
52245,7.94,20.63,19.05,28.57,9.52,33.33,33.33,33.33,0.0
52246,10.98,19.38,22.81,20.58,8.4,24.49,40.82,34.69,0.0
52247,11.59,14.01,24.15,24.64,11.59,31.58,42.11,21.05,5.26
52248,14.81,17.55,23.4,17.18,10.6,29.41,37.25,25.49,7.84
52249,11.84,19.08,25.66,19.08,7.24,23.08,46.15,30.77,0.0
52250,13.97,13.55,19.39,22.03,14.49,43.81,26.32,17.16,8.67
52251,12.67,18.79,27.2,15.9,5.63,18.13,37.92,35.16,8.79
52253,14.08,25.35,18.31,15.02,3.29,27.78,22.22,38.89,11.11
52254,8.33,13.1,25.0,27.38,8.33,44.44,22.22,11.11,11.11
52256,12.99,7.79,20.78,20.78,22.08,28.57,57.14,14.29,0.0
52257,7.48,13.08,21.5,32.71,8.41,45.45,45.45,9.09,0.0
52258,9.97,12.54,22.51,27.65,11.9,31.03,44.83,17.24,6.9
52260,18.7,18.7,17.89,23.58,6.5,20.0,50.0,20.0,10.0
52264,4.84,14.52,20.97,32.26,12.9,28.57,57.14,14.29,0.0
52265,16.06,15.19,27.27,18.75,8.44,30.0,32.41,28.11,6.05
52266,13.64,19.7,15.15,19.7,12.12,33.33,16.67,33.33,0.0
52267,13.89,14.35,21.3,24.07,7.41,22.22,44.44,33.33,0.0
52269,16.71,17.49,20.15,18.22,9.69,50.38,22.15,17.22,9.11
52271,13.3,18.23,18.72,26.6,4.93,23.53,41.18,23.53,11.76
52272,10.4,16.8,24.8,23.2,9.6,25.0,50.0,25.0,0.0
52273,7.56,16.81,22.69,22.69,11.76,36.36,18.18,27.27,18.18
52274,8.8,14.88,28.16,19.71,13.27,34.62,44.81,17.12,3.45
52275,11.84,11.84,26.32,18.42,19.74,37.5,37.5,25.0,0.0
52276,13.79,18.1,22.84,18.97,9.05,30.0,30.0,30.0,5.0
52277,11.67,15.0,26.67,23.33,15.0,33.33,33.33,33.33,0.0
52278,10.81,9.46,10.81,45.95,13.51,25.0,62.5,12.5,0.0
52280,12.56,14.07,17.09,32.16,10.05,31.58,47.37,21.05,0.0
52282,11.04,19.1,21.49,20.9,6.27,17.86,42.86,21.43,17.86
52284,12.22,12.22,21.11,23.33,14.44,28.57,28.57,28.57,0.0
52285,8.0,26.67,14.67,13.33,4.0,50.0,16.67,33.33,0.0
52286,16.25,15.0,28.75,15.0,13.75,37.5,25.0,37.5,0.0
52287,6.9,10.34,14.94,28.74,17.24,37.5,37.5,25.0,0.0
52288,12.4,15.7,25.62,23.14,6.61,20.0,40.0,30.0,0.0
52289,10.34,15.25,25.46,17.81,12.36,32.21,38.62,18.24,0.0
52290,17.05,9.3,20.16,22.48,10.85,33.33,25.0,16.67,8.33
52291,4.84,17.74,22.58,22.58,17.74,33.33,50.0,16.67,0.0
52292,12.24,15.9,21.43,15.32,15.7,36.85,32.77,22.62,6.18
52294,17.0,16.28,21.18,20.32,6.34,28.33,23.33,35.0,11.67
52295,6.32,15.79,20.0,24.21,16.84,44.44,33.33,11.11,11.11
52297,12.37,17.41,27.15,21.01,7.0,26.24,26.12,38.93,4.35
52298,9.21,25.0,14.47,19.74,9.21,42.86,14.29,28.57,0.0
52300,8.38,17.37,19.76,26.35,8.98,21.43,42.86,21.43,14.29
52301,5.0,16.67,30.0,23.33,15.0,33.33,33.33,33.33,0.0
52302,18.38,17.84,12.97,17.84,11.35,26.67,33.33,33.33,0.0
52303,9.47,12.63,23.16,33.68,9.47,33.33,44.44,22.22,0.0
52304,7.69,15.38,17.31,34.62,7.69,25.0,50.0,25.0,0.0
52305,17.31,23.36,18.17,15.57,4.34,22.03,33.24,35.84,8.89
52306,17.86,13.93,22.25,18.4,10.0,29.22,33.58,27.14,10.05
52307,14.08,18.31,21.13,18.78,7.04,31.58,21.05,36.84,5.26
52308,8.91,18.58,18.79,21.26,11.62,26.42,38.22,26.54,5.88
52310,23.23,9.09,23.23,17.17,14.14,20.0,40.0,30.0,10.0
52311,12.55,14.44,23.73,24.11,11.61,30.21,26.06,30.69,4.34
52312,16.07,14.29,26.79,14.29,1.79,25.0,25.0,25.0,25.0
52313,10.49,20.98,16.78,23.08,7.69,30.77,38.46,30.77,0.0
52315,11.12,21.09,18.88,19.11,8.66,18.36,40.68,29.84,11.12
52316,12.31,16.92,21.54,9.23,6.15,20.0,40.0,40.0,0.0
52318,7.35,13.47,16.73,30.2,17.55,40.0,36.0,20.0,4.0
52319,14.29,10.0,32.86,18.57,11.43,33.33,33.33,16.67,0.0
52320,18.75,16.67,26.04,21.88,8.33,22.22,44.44,11.11,22.22
52321,12.99,16.95,19.77,22.6,10.17,37.5,37.5,25.0,0.0
52322,3.03,20.45,22.73,25.0,9.85,25.0,41.67,33.33,0.0
52325,12.93,17.24,25.0,17.24,10.34,40.0,30.0,30.0,0.0
52326,21.43,11.9,26.19,14.29,14.29,50.0,25.0,0.0,25.0
52327,13.02,16.11,18.76,27.37,9.49,22.5,42.5,27.5,7.5
52328,9.09,12.12,15.15,42.42,21.21,50.0,0.0,25.0,25.0
52330,13.24,29.41,13.24,20.59,8.82,33.33,50.0,16.67,0.0
52331,12.17,17.43,20.04,18.74,12.75,38.92,30.76,23.06,6.28
52332,15.67,16.02,23.3,18.04,10.39,38.18,28.07,21.62,8.09
52335,7.89,15.79,20.18,28.07,8.77,20.0,40.0,20.0,20.0
52336,15.22,19.57,23.19,17.39,5.8,38.46,30.77,30.77,0.0
52337,12.9,12.9,19.35,25.81,9.68,42.86,42.86,14.29,0.0
52341,20.61,19.08,19.85,6.87,11.45,30.0,30.0,40.0,0.0
52342,15.38,3.85,38.46,15.38,11.54,50.0,0.0,0.0,50.0
52344,25.81,6.45,25.81,12.9,9.68,50.0,0.0,50.0,0.0
52346,18.05,21.01,15.26,14.55,8.07,26.19,29.82,33.85,10.14
52347,9.27,21.45,17.99,22.05,10.5,24.84,28.83,27.27,9.61
52348,11.55,16.66,24.2,18.85,10.31,36.29,29.14,23.69,7.23
52349,10.83,13.85,19.78,24.68,15.46,26.69,50.34,19.58,3.39
52350,12.5,12.5,22.22,25.0,13.89,50.0,12.5,12.5,25.0
52352,7.35,16.18,20.59,26.47,16.18,50.0,37.5,12.5,0.0
52353,13.81,15.76,19.16,21.61,11.64,40.35,28.36,20.76,9.06
52354,11.9,10.71,19.05,26.19,20.24,25.0,50.0,12.5,12.5
52355,16.88,15.0,25.62,20.62,10.62,37.5,37.5,6.25,6.25
52356,17.59,14.81,17.59,18.52,8.33,30.0,40.0,30.0,0.0
52357,13.56,16.38,17.51,15.82,14.12,26.67,20.0,33.33,13.33
52358,11.7,19.15,15.96,22.34,10.64,44.44,33.33,22.22,0.0
52359,19.31,12.41,23.45,20.69,11.72,30.77,30.77,30.77,7.69
52360,11.52,21.82,22.42,14.55,6.67,28.57,21.43,35.71,14.29
52362,7.3,16.79,27.01,21.9,13.87,28.57,42.86,21.43,7.14
52363,11.46,14.58,22.92,25.0,4.17,25.0,37.5,37.5,0.0
52364,19.61,11.76,29.41,23.53,5.88,22.22,44.44,33.33,0.0
52365,12.07,16.92,20.18,18.87,11.36,35.8,22.6,25.48,16.12
52366,15.0,13.75,28.75,13.75,11.25,25.0,50.0,25.0,0.0
52367,0.0,30.23,20.93,13.95,9.3,50.0,25.0,0.0,25.0
52369,5.71,10.0,24.29,31.43,18.57,28.57,42.86,14.29,14.29
52370,11.23,17.72,20.18,23.88,12.2,45.09,36.85,14.38,3.69
52371,10.79,28.06,17.99,12.95,5.04,41.67,25.0,33.33,0.0
52372,12.94,16.47,25.88,12.94,14.12,44.44,11.11,33.33,11.11
52373,8.33,13.89,19.44,41.67,5.56,50.0,25.0,0.0,0.0
52374,13.97,12.5,24.63,20.22,14.34,28.0,36.0,32.0,4.0
52375,7.27,20.0,18.18,23.64,9.09,40.0,20.0,20.0,20.0
52376,18.56,20.62,14.43,8.25,5.15,28.57,28.57,42.86,0.0
52377,14.24,12.85,21.88,21.18,10.07,32.0,28.0,28.0,8.0
52378,6.52,17.39,19.57,21.74,10.87,25.0,25.0,50.0,0.0
52380,10.58,19.9,16.2,23.72,7.96,18.08,43.25,26.0,12.67
52383,8.88,16.05,21.84,27.28,10.57,31.0,37.93,24.18,0.0
52384,13.51,12.61,19.82,26.13,8.11,40.0,30.0,20.0,10.0
52385,22.58,16.13,12.9,32.26,9.68,33.33,33.33,0.0,33.33
52386,17.5,18.66,19.85,19.22,6.64,27.78,27.42,31.22,9.02
52388,10.53,13.16,16.45,23.03,16.45,35.71,42.86,21.43,0.0
52390,10.17,15.25,16.95,30.51,10.17,20.0,40.0,40.0,0.0
52391,12.38,21.82,21.17,17.92,5.21,26.92,34.62,30.77,7.69
52392,10.43,24.35,14.78,13.91,5.22,33.33,22.22,44.44,0.0
52393,16.36,16.36,20.0,14.55,9.09,25.0,25.0,50.0,0.0
52394,14.08,14.55,22.54,17.84,8.92,33.33,16.67,38.89,5.56
52395,3.64,20.0,16.36,38.18,3.64,40.0,60.0,0.0,0.0
52396,9.09,19.58,18.88,25.87,13.29,23.08,38.46,30.77,7.69
52397,21.13,14.08,22.54,15.49,9.86,33.33,0.0,33.33,33.33
52398,14.56,13.92,20.89,22.78,10.76,35.85,28.3,24.53,11.32
52399,12.04,10.19,19.44,32.41,15.74,41.67,41.67,16.67,0.0
52400,8.67,17.33,22.67,22.0,8.67,30.77,30.77,30.77,7.69
52401,8.96,17.14,20.99,21.91,13.14,31.31,30.46,23.24,14.99
52403,11.54,23.08,14.1,14.1,8.97,57.14,14.29,28.57,0.0
52405,12.88,18.02,21.41,21.32,7.83,37.61,28.44,24.77,9.17
52406,11.11,9.6,23.23,30.3,13.13,40.0,30.0,25.0,0.0
52407,12.07,14.77,24.99,22.92,9.4,31.73,42.54,25.73,0.0
52411,12.72,17.38,21.07,21.14,8.13,26.5,35.04,27.35,10.26
52413,16.04,13.21,31.13,14.15,5.66,25.0,37.5,12.5,25.0
52414,16.91,18.7,20.39,13.83,9.9,35.33,20.54,28.56,14.1
52415,7.5,19.17,15.83,23.33,13.33,27.27,36.36,27.27,9.09
52416,11.11,14.29,19.05,26.98,9.52,33.33,33.33,33.33,0.0
52419,11.59,11.59,31.88,19.57,15.22,23.08,38.46,30.77,7.69
52420,13.95,19.38,20.16,24.81,8.53,33.33,41.67,16.67,8.33
52421,9.67,16.26,20.79,10.33,17.52,28.89,29.75,31.24,10.11
52422,9.56,20.42,22.28,20.39,9.65,36.93,32.02,27.05,4.0
52423,13.56,16.54,20.57,22.66,8.65,33.35,33.34,26.66,6.66
52424,7.25,17.39,20.29,18.84,8.7,37.5,25.0,25.0,12.5
52425,17.5,16.0,24.0,18.0,11.0,27.78,27.78,33.33,5.56
52426,8.46,20.0,16.92,26.15,8.46,33.33,33.33,33.33,0.0
52428,12.5,21.88,21.88,20.31,6.25,20.0,40.0,40.0,0.0
52429,11.25,16.3,19.32,25.98,10.1,26.47,38.16,33.36,0.0
52431,10.78,18.56,13.77,22.75,11.38,28.57,21.43,35.71,14.29
52432,14.72,16.21,22.22,20.88,9.55,32.58,33.33,25.76,8.33
52433,6.45,12.9,17.2,30.11,19.35,44.44,33.33,11.11,11.11
52436,16.0,8.0,28.0,20.0,20.0,20.0,60.0,20.0,0.0
52437,0.0,12.0,20.0,36.0,8.0,33.33,33.33,33.33,0.0
52438,15.04,16.81,25.66,14.16,14.16,36.36,27.27,18.18,18.18
52439,3.95,9.21,27.63,31.58,18.42,60.0,30.0,10.0,0.0
52440,14.93,17.07,23.2,17.87,7.47,35.29,20.59,26.47,17.65
52442,13.91,19.13,18.84,17.39,11.88,35.48,29.03,22.58,12.9
52443,9.09,18.16,30.31,12.12,18.19,33.33,33.33,33.33,0.0
52444,18.47,17.9,19.6,23.86,8.24,31.03,41.38,20.69,6.9
52445,9.86,18.31,19.72,22.54,7.04,16.67,50.0,33.33,0.0
52446,14.76,21.75,21.31,13.05,4.35,27.78,27.78,33.33,5.56
52447,12.57,18.03,19.13,21.31,10.93,31.25,43.75,18.75,6.25
52448,18.16,16.0,21.37,18.17,9.7,47.42,22.68,17.06,11.42
52449,12.1,12.19,28.58,21.86,10.66,24.0,43.0,26.0,7.0
52450,10.85,21.71,20.16,16.28,7.75,20.0,40.0,20.0,10.0
52452,16.67,21.3,20.37,13.89,4.63,22.22,44.44,22.22,11.11
52453,14.39,16.67,17.42,29.55,6.82,30.77,38.46,15.38,15.38
52455,14.16,10.42,27.3,22.93,14.08,42.24,29.08,16.28,12.4
52456,13.89,19.82,21.91,17.37,7.73,26.17,28.85,27.03,14.33
52457,17.51,18.64,20.34,18.08,10.17,21.43,42.86,35.71,0.0
52459,17.7,20.35,23.89,9.73,4.42,22.22,33.33,33.33,11.11
52461,16.48,17.0,22.89,10.12,12.53,22.64,32.28,35.4,6.46
52463,18.18,11.36,22.73,25.0,13.64,40.0,20.0,20.0,20.0
52464,12.5,12.5,18.75,14.58,20.83,25.0,50.0,25.0,0.0
52465,11.72,17.19,21.88,21.09,5.47,33.33,33.33,33.33,0.0
52467,11.86,13.56,8.47,35.59,16.95,50.0,33.33,16.67,0.0
52468,11.11,20.37,17.59,18.52,11.11,45.45,27.27,18.18,9.09
52469,38.6,15.65,16.46,13.5,4.72,49.18,26.23,21.31,3.28
52470,14.09,12.2,23.04,29.0,9.21,29.73,35.14,27.03,8.11
52472,12.77,22.7,21.99,17.02,6.38,20.0,30.0,50.0,0.0
52473,10.11,16.85,16.85,28.09,10.11,25.0,50.0,25.0,0.0
52474,2.94,8.82,26.47,23.53,20.59,50.0,25.0,25.0,0.0
52475,19.64,14.29,33.93,7.14,10.71,40.0,20.0,40.0,0.0
52476,19.51,14.63,23.17,19.51,8.54,37.5,37.5,25.0,0.0
52479,11.3,13.7,22.89,21.69,12.5,33.93,35.71,25.0,3.57
52480,12.45,17.57,23.28,16.54,9.59,27.71,32.82,32.91,3.28
52482,8.25,16.49,26.8,21.65,11.34,44.44,22.22,22.22,11.11
52483,5.88,5.88,19.12,23.53,29.41,62.5,12.5,12.5,12.5
52484,13.61,19.72,21.11,19.72,6.94,23.33,36.67,33.33,6.67
52486,12.9,12.9,24.19,12.9,12.9,20.0,60.0,20.0,0.0
52487,19.44,11.11,26.39,16.67,6.94,33.33,16.67,33.33,16.67
52488,14.93,15.69,24.6,23.59,7.02,21.18,29.3,28.7,16.64
52489,8.82,8.82,23.53,11.76,32.35,33.33,33.33,33.33,0.0
52490,13.88,13.93,23.48,23.48,9.75,36.58,35.51,22.29,4.14
52491,19.3,14.91,22.81,18.42,8.77,30.0,30.0,40.0,0.0
52492,13.24,17.42,20.73,21.92,9.51,32.18,40.01,23.82,3.99
52493,10.34,6.9,20.69,37.93,17.24,33.33,66.67,0.0,0.0
52494,10.65,17.59,23.15,25.46,7.41,25.0,50.0,25.0,0.0
52495,9.52,16.67,17.86,20.24,10.71,28.57,42.86,14.29,14.29
52497,10.65,19.62,18.81,19.49,9.59,26.36,28.79,33.39,11.47
52499,9.09,18.18,25.0,15.91,15.91,50.0,25.0,25.0,0.0
52500,15.76,13.52,26.11,24.37,7.44,28.43,40.43,25.89,3.5
52502,9.38,21.88,15.62,29.69,1.56,20.0,40.0,20.0,20.0
52503,4.0,28.0,8.0,28.0,16.0,0.0,50.0,50.0,0.0
52504,7.66,14.18,14.94,34.1,14.18,35.71,42.86,10.71,7.14
52505,14.29,11.43,17.14,31.43,20.0,50.0,25.0,25.0,0.0
52506,14.42,15.38,22.12,15.38,12.5,25.0,37.5,37.5,0.0
52507,14.29,16.07,23.21,17.86,16.07,40.0,40.0,20.0,0.0
52510,16.88,16.58,21.18,17.59,10.87,30.91,33.43,23.56,12.11
52511,14.04,12.28,24.56,19.3,14.04,20.0,40.0,40.0,0.0
52512,12.12,12.42,23.95,25.37,10.34,30.24,36.01,23.29,8.33
52513,12.7,11.11,28.57,23.81,17.46,42.86,28.57,14.29,14.29
52514,10.08,16.29,21.84,20.45,10.43,10.99,49.22,35.99,0.0
52515,18.45,11.65,33.98,15.53,6.8,22.22,44.44,33.33,0.0
52516,8.0,24.0,30.0,18.0,2.0,40.0,20.0,40.0,0.0
52517,11.72,21.88,21.09,14.06,8.59,11.11,44.44,44.44,0.0
52518,13.21,8.49,28.3,22.64,18.87,50.0,25.0,16.67,0.0
52519,6.52,13.04,10.87,30.43,19.57,40.0,40.0,20.0,0.0
52520,6.58,13.16,20.39,25.66,18.42,31.25,50.0,12.5,6.25
52522,13.27,23.01,23.89,11.5,5.31,29.63,25.93,44.44,0.0
52523,13.85,16.92,12.31,24.62,9.23,25.0,50.0,25.0,0.0
52524,18.44,16.17,22.12,21.02,12.19,43.97,35.24,12.88,7.92
52525,16.67,4.55,27.27,25.76,12.12,33.33,16.67,33.33,16.67
52526,12.5,16.25,22.5,27.5,11.25,42.86,28.57,28.57,0.0
52528,15.89,13.91,29.8,13.91,8.61,21.43,28.57,28.57,21.43
52529,12.48,16.11,23.58,21.02,11.33,33.18,40.66,21.86,3.2
52534,12.75,15.45,21.32,21.46,10.59,29.77,36.64,26.72,6.11
52535,11.76,23.95,17.23,16.81,5.88,25.42,33.9,33.9,6.78
52536,8.89,31.11,6.67,24.44,2.22,25.0,25.0,50.0,0.0
52538,11.03,24.33,16.35,23.58,5.32,33.34,25.0,29.15,8.33
52539,4.48,20.9,22.39,29.85,16.42,50.0,25.0,12.5,12.5
52540,0.0,17.39,21.74,26.09,21.74,50.0,50.0,0.0,0.0
52541,10.29,25.49,18.14,10.78,9.31,25.0,31.25,37.5,6.25
52542,11.76,13.73,29.41,13.73,19.61,40.0,20.0,40.0,0.0
52543,12.98,20.54,18.22,19.19,5.62,21.43,35.71,35.71,7.14
52544,9.03,6.86,25.99,34.66,16.25,46.88,43.75,9.38,0.0
52545,14.95,12.15,23.36,19.63,12.15,36.36,36.36,18.18,9.09
52546,0.0,13.33,20.0,60.0,6.67,50.0,50.0,0.0,0.0
52547,11.93,13.67,29.33,16.54,13.14,30.6,50.04,19.36,0.0
52548,18.48,14.13,28.26,10.87,10.87,14.29,42.86,28.57,0.0
52549,15.38,15.38,15.38,30.77,0.0,0.0,50.0,50.0,0.0
52550,15.64,14.17,19.41,20.85,10.53,37.96,26.94,22.04,11.84
53001,16.27,17.62,22.18,18.17,5.48,18.88,36.36,39.86,3.5
53002,14.7,24.38,11.58,9.44,8.01,19.39,19.72,51.03,7.4
53003,12.58,14.97,19.89,20.65,12.28,31.17,37.23,26.84,3.03
53005,14.36,19.31,20.06,13.89,9.15,31.13,27.97,31.32,7.46
53007,15.84,18.22,21.32,18.18,4.87,22.57,34.96,34.51,7.96
53008,13.65,17.33,21.9,19.27,8.45,25.24,40.03,30.16,3.92
53009,18.36,17.76,18.36,16.42,4.48,25.0,34.62,36.54,3.85
53010,18.14,21.91,19.07,12.07,5.57,22.76,26.07,42.43,8.74
53011,14.92,26.14,18.79,12.67,3.5,23.08,26.15,46.15,4.62
53012,15.02,17.81,23.6,15.67,6.44,21.05,42.11,31.58,5.26
53013,11.52,15.78,25.35,20.92,8.69,30.0,38.0,28.0,4.0
53015,16.85,23.04,15.96,10.4,5.25,20.0,28.15,46.67,5.19
53016,11.59,13.56,20.87,22.85,11.9,35.64,35.64,19.8,7.92
53017,16.0,18.72,18.93,15.48,8.79,30.0,30.0,31.25,8.75
53018,13.16,18.43,18.13,14.32,11.14,27.7,31.89,36.4,4.01
53019,21.19,15.25,21.19,17.8,6.78,20.0,40.0,40.0,0.0
