,CODGEO,TP6020
20358,55406,
20359,55407,
20360,55408,
20361,55409,
20362,55410,
20363,55411,
20364,55412,
20365,55414,
20366,55415,
20367,55416,
20368,55419,
20369,55420,
20370,55421,
20371,55422,
20372,55423,
20373,55424,
20374,55425,
20375,55426,
20376,55427,18.0
20377,55428,
20378,55429,
20379,55430,
20380,55431,
20381,55433,
20382,55434,
20383,55435,
20384,55436,
20385,55437,
20386,55438,
20387,55439,
20388,55442,
20389,55443,
20390,55444,
20391,55445,
20392,55446,
20393,55447,
20394,55448,
20395,55449,
20396,55450,
20397,55452,
20398,55453,
20399,55454,
20400,55456,
20401,55457,
20402,55458,
20403,55459,
20404,55460,
20405,55461,
20406,55462,
20407,55463,21.0
20408,55464,
20409,55465,
20410,55466,
20411,55467,
20412,55468,
20413,55469,
20414,55470,
20415,55471,
20416,55472,
20417,55473,
20418,55474,
20419,55475,
20420,55476,
20421,55477,
20422,55479,
20423,55481,
20424,55482,
20425,55484,
20426,55485,
20427,55487,
20428,55488,
20429,55489,
20430,55490,
20431,55492,
20432,55493,
20433,55494,
20434,55495,
20435,55496,
20436,55497,
20437,55498,
20438,55500,
20439,55501,
20440,55502,24.0
20441,55503,
20442,55504,
20443,55505,10.0
20444,55506,
20445,55507,
20446,55508,
20447,55509,
20448,55510,
20449,55511,
20450,55512,
20451,55514,
20452,55515,
20453,55516,
20454,55517,
20455,55518,
20456,55519,
20457,55520,
20458,55521,
20459,55522,
20460,55523,
20461,55525,
20462,55526,
20463,55527,
20464,55528,
20465,55530,
20466,55531,
20467,55532,
20468,55533,
20469,55534,
20470,55535,
20471,55536,
20472,55537,
20473,55540,
20474,55541,
20475,55543,
20476,55544,
20477,55545,20.0
20478,55546,
20479,55547,
20480,55549,
20481,55551,
20482,55552,
20483,55553,
20484,55554,
20485,55555,
20486,55556,
20487,55557,
20488,55559,
20489,55560,
20490,55561,
20491,55562,
20492,55563,
20493,55565,
20494,55566,
20495,55567,
20496,55568,
20497,55569,
20498,55570,
20499,55571,
20500,55572,
20501,55573,
20502,55574,
20503,55575,
20504,55577,
20505,55578,
20506,55579,
20507,55580,
20508,55581,
20509,55582,
20510,55583,
20511,55584,
20512,55586,
20513,56001,12.0
20514,56002,
20515,56003,6.0
20516,56004,
20517,56005,10.0
20518,56006,
20519,56007,15.0
20520,56008,7.0
20521,56009,
20522,56010,9.0
20523,56011,
20524,56012,
20525,56013,10.0
20526,56014,
20527,56015,
20528,56017,10.0
20529,56018,
20530,56019,
20531,56020,
20532,56021,
20533,56022,
20534,56023,7.0
20535,56024,11.0
20536,56025,
20537,56026,17.0
20538,56027,
20539,56028,
20540,56029,
20541,56030,
20542,56031,11.0
20543,56032,
20544,56033,14.0
20545,56034,10.0
20546,56035,
20547,56036,8.0
20548,56039,
20549,56040,9.0
20550,56041,12.0
20551,56042,
20552,56043,
20553,56044,
20554,56045,
20555,56046,9.0
20556,56047,
20557,56048,
20558,56050,
20559,56051,
20560,56052,
20561,56053,9.0
20562,56054,9.0
20563,56055,11.0
20564,56056,
20565,56057,15.0
20566,56058,9.0
20567,56060,
20568,56061,12.0
20569,56062,
20570,56063,
20571,56065,
20572,56066,13.0
20573,56067,7.0
20574,56068,
20575,56069,15.0
20576,56070,12.0
20577,56071,
20578,56072,
20579,56073,
20580,56074,
20581,56075,9.0
20582,56076,
20583,56077,
20584,56078,7.0
20585,56079,
20586,56080,
20587,56081,19.0
20588,56082,
20589,56083,14.0
20590,56084,
20591,56085,
20592,56086,
20593,56087,
20594,56088,
20595,56089,14.0
20596,56090,9.0
20597,56091,15.0
20598,56092,
20599,56093,
20600,56094,7.0
20601,56096,
20602,56097,8.0
20603,56098,16.0
20604,56099,
20605,56100,
20606,56101,9.0
20607,56102,14.0
20608,56103,
20609,56104,
20610,56105,
20611,56106,
20612,56107,7.0
20613,56108,
20614,56109,
20615,56110,
20616,56111,
20617,56112,
20618,56113,
20619,56114,
20620,56115,
20621,56116,
20622,56117,14.0
20623,56118,10.0
20624,56119,8.0
20625,56120,
20626,56121,21.0
20627,56122,
20628,56123,11.0
20629,56124,10.0
20630,56125,
20631,56126,8.0
20632,56127,15.0
20633,56128,
20634,56129,
20635,56130,8.0
20636,56131,
20637,56132,
20638,56133,
20639,56134,
20640,56135,
20641,56136,
20642,56137,
20643,56139,
20644,56140,11.0
20645,56141,
20646,56143,8.0
20647,56144,10.0
20648,56145,
20649,56146,
20650,56147,10.0
20651,56148,
20652,56149,9.0
20653,56151,7.0
20654,56152,13.0
20655,56153,11.0
20656,56154,
20657,56155,11.0
20658,56156,
20659,56157,
20660,56158,9.0
20661,56159,
20662,56160,
20663,56161,10.0
20664,56162,7.0
20665,56163,
20666,56164,7.0
20667,56165,10.0
20668,56166,9.0
20669,56167,
20670,56168,10.0
20671,56169,9.0
20672,56170,
20673,56171,
20674,56172,14.0
20675,56173,11.0
20676,56174,9.0
20677,56175,8.0
20678,56176,8.0
20679,56177,9.0
20680,56178,16.0
20681,56179,9.0
20682,56180,
20683,56181,13.0
20684,56182,
20685,56184,10.0
20686,56185,7.0
20687,56186,10.0
20688,56188,
20689,56189,
20690,56190,
20691,56191,
20692,56193,10.0
20693,56194,10.0
20694,56195,
20695,56196,
20696,56197,11.0
20697,56198,
20698,56199,
20699,56200,
20700,56201,
20701,56202,
20702,56203,
20703,56204,
20704,56205,
20705,56206,9.0
20706,56207,
20707,56208,
20708,56209,
20709,56210,
20710,56211,
20711,56212,11.0
20712,56213,
20713,56214,
20714,56215,
20715,56216,
20716,56218,
20717,56219,
20718,56220,
20719,56221,
20720,56222,9.0
20721,56223,
20722,56224,
20723,56225,
20724,56226,
20725,56227,
20726,56228,
20727,56229,
20728,56230,
20729,56231,6.0
20730,56232,
20731,56233,
20732,56234,11.0
20733,56236,
20734,56237,
20735,56238,
20736,56239,
20737,56240,8.0
20738,56241,
20739,56242,
20740,56243,8.0
20741,56244,12.0
20742,56245,
20743,56246,
20744,56247,7.0
20745,56248,8.0
20746,56249,9.0
20747,56250,
20748,56251,7.0
20749,56252,
20750,56253,
20751,56254,
20752,56255,
20753,56256,
20754,56257,
20755,56258,
20756,56259,
20757,56260,16.0
20758,56261,
20759,56262,9.0
20760,56263,9.0
20761,56264,
20762,57001,
20763,57002,
20764,57003,
20765,57004,
20766,57006,
20767,57007,
20768,57008,
20769,57009,
20770,57010,
20771,57011,
20772,57012,23.0
20773,57013,
20774,57014,
20775,57015,
20776,57016,
20777,57017,
20778,57018,
20779,57019,13.0
20780,57020,
20781,57021,
20782,57022,
20783,57024,
20784,57025,
20785,57026,
20786,57027,
20787,57028,
20788,57029,
20789,57030,
20790,57031,
20791,57032,17.0
20792,57033,
20793,57034,
20794,57035,
20795,57036,
20796,57037,
20797,57038,18.0
20798,57039,
20799,57040,
20800,57041,17.0
20801,57042,
20802,57043,
20803,57044,
20804,57045,
20805,57046,
20806,57047,
20807,57048,
20808,57049,13.0
20809,57050,
20810,57051,
20811,57052,
20812,57053,
20813,57054,
20814,57055,
20815,57056,
20816,57057,
20817,57058,35.0
20818,57059,
20819,57060,
20820,57061,
20821,57062,
20822,57063,
20823,57064,
20824,57065,
20825,57066,
20826,57067,
20827,57069,
20828,57070,
20829,57071,
20830,57072,
20831,57073,
20832,57074,
20833,57075,
20834,57076,
20835,57077,
20836,57079,
20837,57080,
20838,57081,
20839,57082,
20840,57083,
20841,57084,
20842,57085,
20843,57086,
20844,57087,
20845,57088,
20846,57089,23.0
20847,57090,
20848,57091,
20849,57092,
20850,57093,
20851,57095,
20852,57096,12.0
20853,57097,14.0
20854,57098,
20855,57099,
20856,57100,
20857,57101,
20858,57102,
20859,57103,
20860,57104,
20861,57105,
20862,57106,27.0
20863,57107,
20864,57108,
20865,57109,
20866,57110,
20867,57111,
20868,57112,
20869,57113,
20870,57114,
20871,57115,
20872,57116,
20873,57117,
20874,57118,
20875,57119,
20876,57120,
20877,57121,
20878,57122,
20879,57123,16.0
20880,57124,11.0
20881,57125,
20882,57126,
20883,57127,
20884,57128,
20885,57129,
20886,57130,
20887,57131,
20888,57132,16.0
20889,57133,
20890,57134,
20891,57136,
20892,57137,
20893,57138,
20894,57139,
20895,57140,
20896,57141,
20897,57142,
20898,57143,15.0
20899,57144,17.0
20900,57145,
20901,57146,
20902,57147,
20903,57148,
20904,57149,
20905,57150,
20906,57151,
20907,57152,
20908,57153,
20909,57154,
20910,57155,
20911,57156,
20912,57158,
20913,57159,13.0
20914,57160,22.0
20915,57161,
20916,57162,
20917,57163,10.0
20918,57165,
20919,57166,
20920,57167,
20921,57168,
20922,57169,
20923,57171,
20924,57172,
20925,57173,
20926,57174,
20927,57175,
20928,57176,
20929,57177,17.0
20930,57178,
20931,57179,
20932,57180,
20933,57181,
20934,57182,
20935,57183,
20936,57186,
20937,57187,
20938,57188,
20939,57189,
20940,57190,
20941,57191,
20942,57192,
20943,57193,
20944,57194,
20945,57195,
20946,57196,
20947,57197,
20948,57198,
20949,57199,
20950,57200,
20951,57201,
20952,57202,
20953,57203,
20954,57204,
20955,57205,12.0
20956,57206,24.0
20957,57207,33.0
20958,57208,
20959,57209,19.0
20960,57210,
20961,57211,
20962,57212,
20963,57213,
20964,57214,
20965,57215,
20966,57216,
20967,57217,
20968,57218,
20969,57219,
20970,57220,
20971,57221,21.0
20972,57222,
20973,57224,24.0
20974,57225,
20975,57226,14.0
20976,57227,31.0
20977,57228,
20978,57229,
20979,57230,
20980,57231,
20981,57232,
20982,57233,
20983,57234,
20984,57235,
20985,57236,
20986,57237,
20987,57238,
20988,57239,
20989,57240,25.0
20990,57241,
20991,57242,11.0
20992,57244,
20993,57245,
20994,57246,
20995,57247,
20996,57248,
20997,57249,
20998,57250,
20999,57251,
21000,57252,
21001,57253,
21002,57254,
21003,57255,
21004,57256,
21005,57257,
21006,57258,
21007,57259,
21008,57260,9.0
21009,57261,
21010,57262,
21011,57263,
21012,57264,
21013,57265,
21014,57266,
21015,57267,
21016,57268,
21017,57269,16.0
21018,57270,
21019,57271,
21020,57272,
21021,57273,
21022,57274,
21023,57275,
21024,57276,
21025,57277,
21026,57278,
21027,57280,
21028,57281,
21029,57282,
21030,57283,15.0
21031,57284,
21032,57286,
21033,57287,
21034,57288,13.0
21035,57289,8.0
21036,57290,
21037,57291,
21038,57292,
21039,57293,
21040,57294,
21041,57295,
21042,57296,
21043,57297,
21044,57298,
21045,57299,
21046,57300,
21047,57301,
21048,57302,
21049,57303,
21050,57304,
21051,57305,
21052,57306,19.0
21053,57307,
21054,57308,
21055,57309,
21056,57310,
21057,57311,
21058,57312,
21059,57313,
21060,57314,
21061,57315,
21062,57316,
21063,57317,
21064,57318,
21065,57319,
21066,57320,
21067,57321,
21068,57322,
21069,57323,10.0
21070,57324,
21071,57325,
21072,57326,
21073,57328,
21074,57329,
21075,57330,
21076,57331,
21077,57332,22.0
21078,57333,
21079,57334,
21080,57335,
21081,57336,19.0
21082,57337,
21083,57338,
21084,57339,
21085,57340,
21086,57341,
21087,57342,
21088,57343,
21089,57344,
21090,57345,
21091,57346,
21092,57347,
21093,57348,
21094,57349,
21095,57350,
21096,57351,
21097,57352,
21098,57353,
21099,57354,
21100,57355,
21101,57356,
21102,57357,
21103,57358,
21104,57359,
21105,57360,
21106,57361,
21107,57362,
21108,57364,
21109,57365,
21110,57366,
21111,57367,
21112,57368,24.0
21113,57370,9.0
21114,57371,
21115,57372,
21116,57373,
21117,57374,
21118,57375,
21119,57376,
21120,57377,
21121,57379,
21122,57380,
21123,57381,
21124,57382,
21125,57383,
21126,57384,
21127,57385,
21128,57386,
21129,57387,
21130,57388,
21131,57389,
21132,57390,
21133,57391,
21134,57392,
21135,57393,
21136,57394,
21137,57395,
21138,57396,
21139,57397,
21140,57398,
21141,57399,
21142,57401,
21143,57402,
21144,57403,
21145,57404,
21146,57405,
21147,57406,
21148,57407,
21149,57408,
21150,57409,
21151,57410,
21152,57411,
21153,57412,12.0
21154,57413,9.0
21155,57414,
21156,57415,
21157,57416,
21158,57417,
21159,57418,
21160,57419,
21161,57421,
21162,57422,
21163,57423,
21164,57424,
21165,57425,
21166,57426,
21167,57427,
21168,57428,12.0
21169,57430,
21170,57431,
21171,57433,18.0
21172,57434,
21173,57436,
21174,57437,
21175,57438,
21176,57439,
21177,57440,
21178,57441,8.0
21179,57442,
21180,57443,11.0
21181,57444,
21182,57445,
21183,57446,
21184,57447,6.0
21185,57448,
21186,57449,
21187,57451,
21188,57452,
21189,57453,
21190,57454,
21191,57455,
21192,57456,
21193,57457,
21194,57459,
21195,57460,
21196,57461,
21197,57462,
21198,57463,23.0
21199,57464,
21200,57465,
21201,57466,
21202,57467,
21203,57468,
21204,57469,
21205,57470,
21206,57471,
21207,57472,
21208,57473,
21209,57474,16.0
21210,57475,
21211,57476,
21212,57477,
21213,57478,
21214,57479,
21215,57480,18.0
21216,57481,10.0
21217,57482,
21218,57483,26.0
21219,57484,16.0
21220,57485,
21221,57486,
21222,57487,10.0
21223,57488,
21224,57489,
21225,57490,
21226,57491,21.0
21227,57492,
21228,57493,
21229,57494,
21230,57495,
21231,57496,
21232,57497,
21233,57498,
21234,57499,
21235,57500,
21236,57501,
21237,57502,
21238,57504,
21239,57505,
21240,57506,
21241,57507,
21242,57508,18.0
21243,57509,
21244,57510,
21245,57511,
21246,57512,
21247,57513,
21248,57514,
21249,57515,
21250,57516,
21251,57517,
21252,57518,
21253,57519,
21254,57520,
21255,57521,9.0
21256,57524,
21257,57525,
21258,57526,
21259,57527,
21260,57528,
21261,57529,16.0
21262,57530,
21263,57531,
21264,57532,
21265,57533,
21266,57534,
21267,57535,
21268,57536,
21269,57537,20.0
21270,57538,
21271,57539,
21272,57540,11.0
21273,57541,
21274,57542,
21275,57543,
21276,57544,
21277,57545,
21278,57546,
21279,57547,
21280,57548,
21281,57549,
21282,57550,
21283,57551,
21284,57552,
21285,57553,
21286,57554,
21287,57555,
21288,57556,18.0
21289,57557,
21290,57558,
21291,57559,
21292,57560,
21293,57561,
21294,57562,
21295,57563,
21296,57564,
21297,57565,
21298,57566,9.0
21299,57567,
21300,57568,
21301,57569,
21302,57570,
21303,57571,
21304,57572,
21305,57573,
21306,57574,
21307,57575,
21308,57576,
21309,57577,
21310,57578,
21311,57579,
21312,57580,
21313,57581,
21314,57582,
21315,57583,
21316,57584,
21317,57586,
21318,57587,
21319,57588,
21320,57589,
21321,57590,
21322,57591,21.0
21323,57592,
21324,57593,
21325,57594,
21326,57595,
21327,57596,
21328,57597,19.0
21329,57598,
21330,57599,
21331,57600,
21332,57601,
21333,57602,
21334,57603,
21335,57604,
21336,57605,
21337,57606,20.0
21338,57607,
21339,57609,
21340,57610,
21341,57611,
21342,57612,
21343,57613,
21344,57614,
21345,57615,
21346,57616,7.0
21347,57617,
21348,57618,
21349,57619,
21350,57620,9.0
21351,57621,
21352,57622,
21353,57623,
21354,57624,
21355,57625,
21356,57626,
21357,57627,
21358,57628,17.0
21359,57629,
21360,57630,20.0
21361,57631,22.0
21362,57633,
21363,57634,
21364,57635,
21365,57636,
21366,57637,
21367,57638,12.0
21368,57639,
21369,57640,
21370,57641,
21371,57642,9.0
21372,57643,
21373,57644,
21374,57645,
21375,57647,15.0
21376,57648,
21377,57649,
21378,57650,
21379,57651,
21380,57652,
21381,57653,
21382,57654,
21383,57655,
21384,57656,
21385,57657,
21386,57658,
21387,57659,9.0
21388,57660,23.0
21389,57661,
21390,57662,
21391,57663,20.0
21392,57664,
21393,57665,
21394,57666,18.0
21395,57667,
21396,57668,
21397,57669,21.0
21398,57670,
21399,57671,
21400,57672,18.0
21401,57673,
21402,57674,
21403,57675,
21404,57676,
21405,57677,
21406,57678,12.0
21407,57679,
21408,57680,
21409,57681,
21410,57682,
21411,57683,28.0
21412,57684,
21413,57685,
21414,57686,
21415,57687,
21416,57689,
21417,57690,16.0
21418,57691,
21419,57692,
21420,57693,
21421,57694,
21422,57695,
21423,57696,
21424,57697,
21425,57698,
21426,57700,
21427,57701,
21428,57702,
21429,57703,
21430,57704,
21431,57705,
21432,57706,
21433,57707,
21434,57708,
21435,57709,
21436,57711,
21437,57712,
21438,57713,
21439,57714,
21440,57715,
21441,57716,
21442,57717,
21443,57718,
21444,57719,
21445,57720,
21446,57721,
21447,57723,
21448,57724,15.0
21449,57725,
21450,57726,
21451,57727,
21452,57728,
21453,57730,
21454,57731,
21455,57732,
21456,57733,
21457,57734,
21458,57736,
21459,57737,
21460,57738,
21461,57739,
21462,57740,
21463,57741,
21464,57742,
21465,57743,
21466,57745,
21467,57746,
21468,57747,
21469,57748,
21470,57749,
21471,57750,
21472,57751,31.0
21473,57752,10.0
21474,57753,
21475,57754,
21476,57755,
21477,57756,
21478,57757,17.0
21479,57759,
21480,57760,
21481,57761,
21482,57762,
21483,57763,
21484,57764,
21485,57765,
21486,57767,
21487,58001,
21488,58002,
21489,58003,
21490,58004,
21491,58005,
21492,58006,
21493,58007,
21494,58008,
21495,58009,
21496,58010,
21497,58011,
21498,58012,
21499,58013,
21500,58014,
21501,58015,
21502,58016,
21503,58017,
21504,58018,
21505,58019,
21506,58020,
21507,58021,
21508,58023,
21509,58024,
21510,58025,
21511,58026,
21512,58027,
21513,58028,
21514,58029,
21515,58030,
21516,58031,
21517,58032,
21518,58033,
21519,58034,
21520,58035,
21521,58036,
21522,58037,
21523,58038,
21524,58039,
21525,58040,
21526,58041,
21527,58042,
21528,58043,
21529,58044,
21530,58045,
21531,58046,
21532,58047,
21533,58048,
21534,58049,
21535,58050,
21536,58051,
21537,58052,
21538,58053,
21539,58054,
21540,58055,
21541,58056,
21542,58057,
21543,58058,
21544,58059,17.0
21545,58060,
21546,58061,
21547,58062,
21548,58063,
21549,58064,
21550,58065,
21551,58066,
21552,58067,
21553,58068,
21554,58069,
21555,58070,
21556,58071,
21557,58072,
21558,58073,
21559,58074,
21560,58075,
21561,58076,
21562,58077,
21563,58078,
21564,58079,25.0
21565,58080,
21566,58081,
21567,58082,
21568,58083,
21569,58084,
21570,58085,
21571,58086,16.0
21572,58087,
21573,58088,7.0
21574,58089,
21575,58090,
21576,58092,
21577,58093,
21578,58094,
21579,58095,16.0
21580,58096,
21581,58097,
21582,58098,
21583,58099,
21584,58101,
21585,58102,
21586,58103,
21587,58104,
21588,58105,
21589,58106,
21590,58107,
21591,58108,
21592,58109,
21593,58110,
21594,58111,
21595,58112,
21596,58113,
21597,58114,
21598,58115,
21599,58116,
21600,58117,20.0
21601,58118,
21602,58119,
21603,58120,
21604,58121,12.0
21605,58122,
21606,58123,
21607,58124,
21608,58125,
21609,58126,
21610,58127,
21611,58128,
21612,58129,
21613,58130,
21614,58131,12.0
21615,58132,
21616,58133,
21617,58134,14.0
21618,58135,
21619,58136,
21620,58137,
21621,58138,
21622,58139,
21623,58140,
21624,58141,
21625,58142,
21626,58143,
21627,58144,
21628,58145,
21629,58146,
21630,58147,
21631,58148,
21632,58149,
21633,58150,
21634,58151,17.0
21635,58152,
21636,58153,
21637,58154,
21638,58155,
21639,58156,
21640,58157,
21641,58158,
21642,58159,
21643,58160,
21644,58161,
21645,58162,
21646,58163,
21647,58164,
21648,58165,
21649,58166,
21650,58168,
21651,58169,
21652,58170,
21653,58171,
21654,58172,
21655,58173,
21656,58174,
21657,58175,
21658,58176,
21659,58177,
21660,58178,
21661,58179,
21662,58180,
21663,58181,
21664,58182,
21665,58183,
21666,58184,
21667,58185,
21668,58186,
21669,58187,
21670,58188,
21671,58189,
21672,58190,
21673,58191,
21674,58192,
21675,58193,
21676,58194,22.0
21677,58195,
21678,58196,
21679,58197,
21680,58198,
21681,58199,
21682,58200,
21683,58201,
21684,58202,
21685,58203,
21686,58204,
21687,58205,
21688,58206,
21689,58207,
21690,58208,
21691,58209,
21692,58210,
21693,58211,
21694,58212,
21695,58213,
21696,58214,9.0
21697,58215,
21698,58216,
21699,58217,
21700,58218,
21701,58219,
21702,58220,
21703,58221,
21704,58222,
21705,58223,
21706,58224,
21707,58225,
21708,58226,
21709,58227,
21710,58228,
21711,58229,
21712,58230,
21713,58231,
21714,58232,
21715,58233,
21716,58234,
21717,58235,
21718,58236,
21719,58237,
21720,58238,
21721,58239,
21722,58240,
21723,58241,
21724,58242,
21725,58243,
21726,58244,
21727,58245,
21728,58246,
21729,58247,
21730,58248,
21731,58249,
21732,58250,
21733,58251,
21734,58252,
21735,58253,
21736,58254,
21737,58255,
21738,58256,
21739,58257,
21740,58258,
21741,58259,
21742,58260,
21743,58261,
21744,58262,
21745,58263,
21746,58264,
21747,58265,
21748,58266,
21749,58267,
21750,58268,
21751,58269,
21752,58270,
21753,58271,
21754,58272,
21755,58273,
21756,58274,
21757,58275,
21758,58276,
21759,58277,
21760,58278,
21761,58279,
21762,58280,
21763,58281,
21764,58282,
21765,58283,
21766,58284,
21767,58285,
21768,58286,
21769,58287,
21770,58288,
21771,58289,
21772,58290,
21773,58291,
21774,58292,
21775,58293,
21776,58294,
21777,58295,
21778,58296,
21779,58297,
21780,58298,
21781,58299,
21782,58300,
21783,58301,
21784,58302,
21785,58303,11.0
21786,58304,
21787,58305,
21788,58306,
21789,58307,
21790,58308,
21791,58309,
21792,58310,
21793,58311,
21794,58312,
21795,58313,
21796,59001,
21797,59002,19.0
21798,59003,
21799,59004,
21800,59005,
21801,59006,
21802,59007,
21803,59008,28.0
21804,59009,20.0
21805,59010,
21806,59011,10.0
21807,59012,27.0
21808,59013,
21809,59014,30.0
21810,59015,14.0
21811,59016,
21812,59017,24.0
21813,59018,
21814,59019,
21815,59021,
21816,59022,
21817,59023,
21818,59024,18.0
21819,59025,
21820,59026,
21821,59027,
21822,59028,24.0
21823,59029,
21824,59031,
21825,59032,18.0
21826,59033,24.0
21827,59034,
21828,59035,16.0
21829,59036,37.0
21830,59037,21.0
21831,59038,
21832,59039,
21833,59041,20.0
21834,59042,
21835,59043,10.0
21836,59044,5.0
21837,59045,
21838,59046,
21839,59047,
21840,59048,
21841,59049,
21842,59050,
21843,59051,16.0
21844,59052,11.0
21845,59053,18.0
21846,59054,
21847,59055,
21848,59056,
21849,59057,
21850,59058,
21851,59059,
21852,59060,
21853,59061,
21854,59062,
21855,59063,
21856,59064,
21857,59065,
21858,59066,
21859,59067,15.0
21860,59068,17.0
21861,59069,
21862,59070,
21863,59071,
21864,59072,
21865,59073,
21866,59074,18.0
21867,59075,
21868,59076,
21869,59077,
21870,59078,
21871,59079,30.0
21872,59080,
21873,59081,
21874,59082,
21875,59083,
21876,59084,
21877,59085,
21878,59086,
21879,59087,
21880,59088,
21881,59089,
21882,59090,5.0
21883,59091,
21884,59092,15.0
21885,59093,
21886,59094,18.0
21887,59096,
21888,59097,
21889,59098,6.0
21890,59099,
21891,59100,
21892,59101,
21893,59102,
21894,59103,
21895,59104,20.0
21896,59105,
21897,59106,
21898,59107,13.0
21899,59108,
21900,59109,
21901,59110,
21902,59111,
21903,59112,30.0
21904,59113,
21905,59114,
21906,59115,
21907,59116,
21908,59117,
21909,59118,25.0
21910,59119,
21911,59120,
21912,59121,
21913,59122,22.0
21914,59123,
21915,59124,
21916,59125,
21917,59126,
21918,59127,
21919,59128,
21920,59129,
21921,59130,
21922,59131,16.0
21923,59132,
21924,59133,
21925,59134,
21926,59135,13.0
21927,59136,32.0
21928,59137,
21929,59138,
21930,59139,29.0
21931,59140,
21932,59141,
21933,59142,
21934,59143,12.0
21935,59144,
21936,59145,
21937,59146,
21938,59147,
21939,59148,
21940,59149,
21941,59150,
21942,59151,
21943,59152,13.0
21944,59153,33.0
21945,59155,15.0
21946,59156,12.0
21947,59157,24.0
21948,59158,6.0
21949,59159,
21950,59160,23.0
21951,59161,
21952,59162,
21953,59163,15.0
21954,59164,
21955,59165,12.0
21956,59166,
21957,59167,
21958,59168,7.0
21959,59169,
21960,59170,25.0
21961,59171,
21962,59172,41.0
21963,59173,
21964,59174,
21965,59175,
21966,59176,
21967,59177,
21968,59178,27.0
21969,59179,27.0
21970,59180,
21971,59181,
21972,59182,
21973,59183,20.0
21974,59184,
21975,59185,
21976,59186,
21977,59187,
21978,59188,
21979,59189,
21980,59190,
21981,59191,
21982,59192,
21983,59193,
21984,59194,
21985,59195,
21986,59196,
21987,59197,
21988,59198,
21989,59199,
21990,59200,
21991,59201,
21992,59202,8.0
21993,59203,
21994,59204,
21995,59205,27.0
21996,59206,18.0
21997,59207,31.0
21998,59208,
21999,59209,
22000,59210,11.0
22001,59211,
22002,59212,12.0
22003,59213,
22004,59214,
22005,59215,
22006,59216,
22007,59217,
22008,59218,
22009,59219,
22010,59220,15.0
22011,59221,14.0
22012,59222,
22013,59223,
22014,59224,
22015,59225,22.0
22016,59226,
22017,59227,18.0
22018,59228,
22019,59229,
22020,59230,24.0
22021,59231,
22022,59232,
22023,59233,
22024,59234,20.0
22025,59236,
22026,59237,
22027,59238,
22028,59239,9.0
22029,59240,
22030,59241,
22031,59242,
22032,59243,
22033,59244,
22034,59246,
22035,59247,
22036,59249,32.0
22037,59250,
22038,59251,
22039,59252,
22040,59253,26.0
22041,59254,
22042,59255,
22043,59256,8.0
22044,59257,
22045,59258,
22046,59259,
22047,59260,9.0
22048,59261,
22049,59262,12.0
22050,59263,
22051,59264,
22052,59265,
22053,59266,5.0
22054,59267,
22055,59268,12.0
22056,59269,
22057,59270,
22058,59271,31.0
22059,59272,17.0
22060,59273,14.0
22061,59274,
22062,59275,
22063,59276,23.0
22064,59277,
22065,59278,7.0
22066,59279,16.0
22067,59280,
22068,59281,
22069,59282,
22070,59283,
22071,59284,10.0
22072,59285,15.0
22073,59286,15.0
22074,59287,
22075,59288,17.0
22076,59289,
22077,59290,
22078,59291,32.0
22079,59292,25.0
22080,59293,
22081,59294,
22082,59295,15.0
22083,59296,
22084,59297,
22085,59299,16.0
22086,59300,
22087,59301,14.0
22088,59302,18.0
22089,59303,
22090,59304,
22091,59305,
22092,59306,
22093,59307,
22094,59308,
22095,59309,16.0
22096,59310,
22097,59311,
22098,59312,
22099,59313,
22100,59314,17.0
22101,59315,
22102,59316,7.0
22103,59317,13.0
22104,59318,
22105,59319,
22106,59320,
22107,59321,
22108,59322,17.0
22109,59323,
22110,59324,32.0
22111,59325,
22112,59326,
22113,59327,21.0
22114,59328,10.0
22115,59329,10.0
22116,59330,
22117,59331,24.0
22118,59332,
22119,59333,
22120,59334,
22121,59335,
22122,59336,
22123,59337,
22124,59338,
22125,59339,7.0
22126,59340,9.0
22127,59341,
22128,59342,
22129,59343,8.0
22130,59344,17.0
22131,59345,18.0
22132,59346,
22133,59347,
22134,59348,
22135,59349,
22136,59350,25.0
22137,59351,
22138,59352,7.0
22139,59353,
22140,59354,
22141,59356,
22142,59357,12.0
22143,59358,
22144,59359,11.0
22145,59360,22.0
22146,59361,35.0
22147,59363,
22148,59364,
22149,59365,41.0
22150,59366,
22151,59367,14.0
22152,59368,13.0
22153,59369,12.0
22154,59370,
22155,59371,
22156,59372,
22157,59374,
22158,59375,9.0
22159,59377,
22160,59378,10.0
22161,59379,
22162,59381,
22163,59382,
22164,59383,21.0
22165,59384,
22166,59385,24.0
22167,59386,10.0
22168,59387,
22169,59388,
22170,59389,16.0
22171,59390,26.0
22172,59391,
22173,59392,34.0
22174,59393,
22175,59394,
22176,59395,
22177,59396,
22178,59397,
22179,59398,
22180,59399,
22181,59400,15.0
22182,59401,10.0
22183,59402,
22184,59403,
22185,59405,
22186,59406,
22187,59407,
22188,59408,
22189,59409,16.0
22190,59410,24.0
22191,59411,
22192,59412,
22193,59413,
22194,59414,19.0
22195,59415,
22196,59416,
22197,59418,
22198,59419,
22199,59420,
22200,59421,8.0
22201,59422,
22202,59423,
22203,59424,
22204,59425,
22205,59426,6.0
22206,59427,
22207,59428,17.0
22208,59429,17.0
22209,59430,
22210,59431,12.0
22211,59432,
