,CODGEO,TP6020
22212,59433,
22213,59434,
22214,59435,
22215,59436,
22216,59437,
22217,59438,
22218,59439,
22219,59440,
22220,59441,
22221,59442,
22222,59443,
22223,59444,
22224,59445,
22225,59446,
22226,59447,23.0
22227,59448,
22228,59449,12.0
22229,59450,
22230,59451,
22231,59452,21.0
22232,59453,
22233,59454,
22234,59455,
22235,59456,24.0
22236,59457,9.0
22237,59458,
22238,59459,15.0
22239,59461,
22240,59462,5.0
22241,59463,
22242,59464,21.0
22243,59465,
22244,59466,
22245,59467,17.0
22246,59468,
22247,59469,
22248,59470,
22249,59471,
22250,59472,
22251,59473,
22252,59474,
22253,59475,14.0
22254,59476,10.0
22255,59477,12.0
22256,59478,
22257,59479,13.0
22258,59480,
22259,59481,20.0
22260,59482,9.0
22261,59483,
22262,59484,32.0
22263,59485,
22264,59486,12.0
22265,59487,
22266,59488,13.0
22267,59489,10.0
22268,59490,
22269,59491,28.0
22270,59492,
22271,59493,
22272,59494,
22273,59495,23.0
22274,59496,
22275,59497,
22276,59498,
22277,59499,
22278,59500,
22279,59501,
22280,59502,
22281,59503,
22282,59504,20.0
22283,59505,
22284,59506,
22285,59507,18.0
22286,59508,7.0
22287,59509,15.0
22288,59511,
22289,59512,42.0
22290,59513,
22291,59514,17.0
22292,59515,
22293,59516,
22294,59517,
22295,59518,
22296,59519,
22297,59520,
22298,59521,
22299,59522,
22300,59523,
22301,59524,7.0
22302,59525,26.0
22303,59526,18.0
22304,59527,10.0
22305,59528,
22306,59529,
22307,59530,
22308,59531,
22309,59532,
22310,59533,
22311,59534,
22312,59535,
22313,59536,
22314,59537,
22315,59538,
22316,59539,
22317,59541,
22318,59542,
22319,59543,
22320,59544,16.0
22321,59545,
22322,59546,
22323,59547,
22324,59548,
22325,59549,
22326,59550,9.0
22327,59551,
22328,59552,
22329,59553,5.0
22330,59554,
22331,59555,
22332,59556,
22333,59557,9.0
22334,59558,
22335,59559,
22336,59560,14.0
22337,59562,
22338,59563,
22339,59564,23.0
22340,59565,
22341,59566,7.0
22342,59567,
22343,59568,
22344,59569,23.0
22345,59570,
22346,59571,24.0
22347,59572,
22348,59573,
22349,59574,23.0
22350,59575,
22351,59576,
22352,59577,
22353,59578,
22354,59579,
22355,59580,10.0
22356,59581,7.0
22357,59582,
22358,59583,
22359,59584,
22360,59585,8.0
22361,59586,6.0
22362,59587,
22363,59588,10.0
22364,59589,14.0
22365,59590,
22366,59591,
22367,59592,7.0
22368,59593,
22369,59594,
22370,59595,
22371,59596,
22372,59597,
22373,59598,7.0
22374,59599,27.0
22375,59600,
22376,59601,21.0
22377,59602,
22378,59603,18.0
22379,59604,
22380,59605,
22381,59606,24.0
22382,59607,
22383,59608,
22384,59609,
22385,59610,
22386,59611,
22387,59612,
22388,59613,
22389,59614,
22390,59615,
22391,59616,25.0
22392,59617,
22393,59618,
22394,59619,
22395,59620,
22396,59622,
22397,59623,
22398,59624,22.0
22399,59625,
22400,59626,
22401,59627,
22402,59628,
22403,59629,
22404,59630,10.0
22405,59631,18.0
22406,59632,19.0
22407,59633,
22408,59634,
22409,59635,
22410,59636,7.0
22411,59637,
22412,59638,
22413,59639,
22414,59640,
22415,59641,
22416,59642,
22417,59643,
22418,59645,
22419,59646,9.0
22420,59647,21.0
22421,59648,19.0
22422,59649,
22423,59650,21.0
22424,59651,
22425,59652,
22426,59653,11.0
22427,59654,30.0
22428,59655,
22429,59656,12.0
22430,59657,
22431,59658,
22432,59659,27.0
22433,59660,8.0
22434,59661,
22435,59662,
22436,59663,10.0
22437,59664,
22438,59665,
22439,59666,
22440,59667,
22441,59668,
22442,59669,
22443,59670,
22444,60001,
22445,60002,
22446,60003,
22447,60004,
22448,60005,
22449,60006,
22450,60007,
22451,60008,
22452,60009,
22453,60010,
22454,60011,
22455,60012,6.0
22456,60013,
22457,60014,
22458,60015,
22459,60016,
22460,60017,
22461,60019,
22462,60020,
22463,60021,
22464,60022,
22465,60023,
22466,60024,
22467,60025,
22468,60026,
22469,60027,
22470,60028,
22471,60029,9.0
22472,60030,
22473,60031,
22474,60032,
22475,60033,
22476,60034,
22477,60035,
22478,60036,
22479,60037,
22480,60039,
22481,60040,
22482,60041,
22483,60042,
22484,60043,
22485,60044,
22486,60045,
22487,60046,
22488,60047,
22489,60048,
22490,60049,
22491,60050,
22492,60051,
22493,60052,
22494,60053,
22495,60054,
22496,60055,
22497,60056,
22498,60057,24.0
22499,60058,
22500,60059,
22501,60060,
22502,60061,
22503,60062,
22504,60063,
22505,60064,
22506,60065,
22507,60066,
22508,60067,
22509,60068,10.0
22510,60069,
22511,60070,
22512,60071,
22513,60072,
22514,60073,
22515,60074,
22516,60075,
22517,60076,
22518,60077,
22519,60078,
22520,60079,
22521,60081,
22522,60082,
22523,60083,
22524,60084,
22525,60085,
22526,60086,
22527,60087,
22528,60088,6.0
22529,60089,
22530,60090,
22531,60091,
22532,60092,
22533,60093,
22534,60094,
22535,60095,
22536,60097,
22537,60098,
22538,60099,
22539,60100,
22540,60101,
22541,60102,
22542,60103,11.0
22543,60104,23.0
22544,60105,
22545,60106,
22546,60107,6.0
22547,60108,
22548,60109,
22549,60110,
22550,60111,
22551,60112,
22552,60113,
22553,60114,
22554,60115,
22555,60116,10.0
22556,60117,
22557,60118,
22558,60119,
22559,60120,
22560,60121,
22561,60122,
22562,60123,
22563,60124,
22564,60125,
22565,60126,
22566,60127,
22567,60128,
22568,60129,
22569,60130,
22570,60131,
22571,60132,
22572,60133,
22573,60134,8.0
22574,60135,
22575,60136,
22576,60137,
22577,60138,
22578,60139,10.0
22579,60140,
22580,60141,9.0
22581,60142,
22582,60143,9.0
22583,60144,
22584,60145,
22585,60146,
22586,60147,
22587,60148,
22588,60149,
22589,60150,
22590,60151,8.0
22591,60152,
22592,60153,
22593,60154,
22594,60155,8.0
22595,60156,
22596,60157,14.0
22597,60158,
22598,60159,21.0
22599,60160,
22600,60161,
22601,60162,
22602,60163,
22603,60164,
22604,60165,
22605,60166,
22606,60167,
22607,60168,
22608,60169,
22609,60170,
22610,60171,
22611,60172,5.0
22612,60173,
22613,60174,
22614,60175,38.0
22615,60176,11.0
22616,60177,
22617,60178,16.0
22618,60179,
22619,60180,
22620,60181,
22621,60182,
22622,60183,
22623,60184,
22624,60185,
22625,60186,
22626,60187,
22627,60188,13.0
22628,60189,
22629,60190,
22630,60191,
22631,60192,
22632,60193,
22633,60194,
22634,60195,
22635,60196,
22636,60197,
22637,60198,
22638,60199,
22639,60200,
22640,60201,
22641,60203,
22642,60204,
22643,60205,
22644,60206,
22645,60207,
22646,60208,
22647,60209,
22648,60210,
22649,60211,
22650,60212,
22651,60213,
22652,60214,
22653,60215,
22654,60216,
22655,60217,
22656,60218,
22657,60219,
22658,60220,
22659,60221,
22660,60222,
22661,60223,8.0
22662,60224,
22663,60225,
22664,60226,
22665,60227,
22666,60228,
22667,60229,
22668,60230,
22669,60231,
22670,60232,
22671,60233,
22672,60234,
22673,60235,
22674,60236,
22675,60237,
22676,60238,
22677,60239,
22678,60240,
22679,60241,
22680,60242,
22681,60243,
22682,60244,
22683,60245,
22684,60247,
22685,60248,
22686,60249,
22687,60250,
22688,60251,
22689,60252,
22690,60253,
22691,60254,
22692,60255,
22693,60256,
22694,60257,
22695,60258,
22696,60259,
22697,60260,
22698,60261,
22699,60262,
22700,60263,
22701,60264,
22702,60265,
22703,60267,
22704,60268,
22705,60269,
22706,60270,
22707,60271,
22708,60272,
22709,60273,
22710,60274,
22711,60275,
22712,60276,
22713,60277,
22714,60278,
22715,60279,
22716,60280,
22717,60281,
22718,60282,6.0
22719,60283,
22720,60284,
22721,60285,
22722,60286,20.0
22723,60287,
22724,60288,
22725,60289,
22726,60290,
22727,60291,
22728,60292,
22729,60293,
22730,60294,
22731,60295,
22732,60296,
22733,60297,
22734,60298,
22735,60299,
22736,60301,
22737,60302,
22738,60303,
22739,60304,
22740,60305,
22741,60306,
22742,60307,
22743,60308,
22744,60309,
22745,60310,
22746,60311,
22747,60312,
22748,60313,14.0
22749,60314,
22750,60315,
22751,60316,
22752,60317,
22753,60318,
22754,60319,
22755,60320,
22756,60321,
22757,60322,
22758,60323,
22759,60324,
22760,60325,
22761,60326,
22762,60327,
22763,60328,
22764,60329,
22765,60330,
22766,60331,
22767,60332,
22768,60333,
22769,60334,
22770,60335,
22771,60336,
22772,60337,
22773,60338,7.0
22774,60339,
22775,60340,
22776,60341,
22777,60342,12.0
22778,60343,
22779,60344,
22780,60345,
22781,60346,6.0
22782,60347,
22783,60348,
22784,60350,
22785,60351,
22786,60352,
22787,60353,
22788,60354,
22789,60355,
22790,60356,
22791,60357,
22792,60358,
22793,60359,
22794,60360,16.0
22795,60361,
22796,60362,
22797,60363,
22798,60364,
22799,60365,
22800,60366,
22801,60367,
22802,60368,15.0
22803,60369,
22804,60370,
22805,60371,
22806,60372,
22807,60373,
22808,60374,14.0
22809,60375,
22810,60376,
22811,60377,
22812,60378,
22813,60379,
22814,60380,
22815,60381,
22816,60382,12.0
22817,60383,
22818,60385,
22819,60386,
22820,60387,
22821,60388,
22822,60389,
22823,60390,
22824,60391,
22825,60392,
22826,60393,
22827,60394,
22828,60395,21.0
22829,60396,
22830,60397,
22831,60398,
22832,60399,
22833,60400,
22834,60401,
22835,60402,
22836,60403,
22837,60404,
22838,60405,
22839,60406,
22840,60407,
22841,60408,
22842,60409,
22843,60410,
22844,60411,
22845,60412,
22846,60413,
22847,60414,30.0
22848,60415,
22849,60416,
22850,60418,
22851,60420,
22852,60421,
22853,60422,
22854,60423,
22855,60424,
22856,60425,
22857,60426,
22858,60427,
22859,60428,
22860,60429,
22861,60430,
22862,60431,
22863,60432,
22864,60433,
22865,60434,
22866,60435,
22867,60436,
22868,60437,
22869,60438,
22870,60439,16.0
22871,60440,
22872,60441,
22873,60442,
22874,60443,
22875,60444,
22876,60445,
22877,60446,10.0
22878,60447,
22879,60448,
22880,60449,
22881,60450,7.0
22882,60451,
22883,60452,
22884,60454,
22885,60456,
22886,60457,
22887,60458,
22888,60459,
22889,60460,
22890,60461,
22891,60462,12.0
22892,60463,29.0
22893,60464,
22894,60465,
22895,60466,
22896,60468,
22897,60469,
22898,60470,
22899,60471,30.0
22900,60472,
22901,60473,
22902,60474,
22903,60476,
22904,60477,
22905,60478,
22906,60479,
22907,60480,
22908,60481,
22909,60482,
22910,60483,
22911,60484,
22912,60485,
22913,60486,
22914,60487,
22915,60488,
22916,60489,
22917,60490,
22918,60491,
22919,60492,
22920,60493,
22921,60494,
22922,60495,
22923,60496,
22924,60497,
22925,60498,
22926,60499,
22927,60500,8.0
22928,60501,
22929,60502,
22930,60503,
22931,60504,
22932,60505,
22933,60506,
22934,60507,
22935,60508,
22936,60509,17.0
22937,60510,
22938,60511,
22939,60512,
22940,60513,6.0
22941,60514,
22942,60515,
22943,60516,
22944,60517,
22945,60518,
22946,60519,
22947,60520,
22948,60521,
22949,60522,
22950,60523,
22951,60524,11.0
22952,60525,
22953,60526,
22954,60527,
22955,60528,
22956,60529,
22957,60530,
22958,60531,
22959,60533,
22960,60534,
22961,60535,
22962,60536,
22963,60537,15.0
22964,60538,
22965,60539,
22966,60540,
22967,60541,
22968,60542,
22969,60543,
22970,60544,
22971,60545,
22972,60546,
22973,60547,
22974,60548,
22975,60549,
22976,60550,
22977,60551,
22978,60552,
22979,60553,
22980,60554,
22981,60555,
22982,60556,
22983,60557,
22984,60558,
22985,60559,
22986,60560,
22987,60561,
22988,60562,
22989,60563,
22990,60564,
22991,60565,
22992,60566,
22993,60567,
22994,60568,
22995,60569,
22996,60570,
22997,60571,
22998,60572,
22999,60573,
23000,60574,
23001,60575,9.0
23002,60576,
23003,60577,
23004,60578,
23005,60579,
23006,60581,20.0
23007,60582,
23008,60583,
23009,60584,8.0
23010,60585,
23011,60586,
23012,60587,
23013,60588,
23014,60589,13.0
23015,60590,
23016,60591,
23017,60592,
23018,60593,
23019,60594,
23020,60595,
23021,60596,
23022,60597,
23023,60598,
23024,60599,
23025,60600,
23026,60601,
23027,60602,
23028,60603,
23029,60604,
23030,60605,
23031,60608,
23032,60609,
23033,60610,
23034,60611,
23035,60612,9.0
23036,60613,
23037,60614,
23038,60615,
23039,60616,13.0
23040,60617,
23041,60618,
23042,60619,
23043,60620,
23044,60621,
23045,60622,
23046,60623,
23047,60624,
23048,60625,
23049,60626,
23050,60627,
23051,60628,
23052,60629,
23053,60630,
23054,60631,
23055,60632,
23056,60633,
23057,60634,
23058,60635,
23059,60636,15.0
23060,60637,
23061,60638,
23062,60639,
23063,60640,
23064,60641,
23065,60642,
23066,60643,
23067,60644,
23068,60645,
23069,60646,
23070,60647,11.0
23071,60648,
23072,60650,
23073,60651,
23074,60652,
23075,60653,
23076,60654,
23077,60655,
23078,60656,
23079,60657,
23080,60658,
23081,60659,
23082,60660,
23083,60661,
23084,60662,
23085,60663,
23086,60664,
23087,60665,11.0
23088,60666,
23089,60667,9.0
23090,60668,
23091,60669,
23092,60670,5.0
23093,60671,
23094,60672,
23095,60673,
23096,60674,
23097,60675,
23098,60676,
23099,60677,
23100,60678,
23101,60679,
23102,60680,
23103,60681,
23104,60682,
23105,60683,
23106,60684,23.0
23107,60685,
23108,60686,
23109,60687,
23110,60688,
23111,60689,
23112,60691,
23113,60692,
23114,60693,
23115,60695,
23116,60697,
23117,60698,
23118,60699,
23119,60700,
23120,60701,
23121,60702,
23122,60703,
23123,61001,26.0
23124,61002,
23125,61005,
23126,61006,22.0
23127,61007,10.0
23128,61008,
23129,61010,
23130,61011,
23131,61012,
23132,61013,
23133,61014,
23134,61015,
23135,61017,
23136,61018,
23137,61020,
23138,61021,
23139,61023,
23140,61024,
23141,61026,
23142,61028,
23143,61029,
23144,61030,
23145,61032,
23146,61034,
23147,61035,
23148,61036,
23149,61037,
23150,61038,
23151,61039,
23152,61040,
23153,61041,
23154,61043,
23155,61044,
23156,61046,
23157,61048,
23158,61049,
23159,61050,
23160,61051,
23161,61052,
23162,61053,
23163,61054,
23164,61055,
23165,61056,
23166,61060,
23167,61061,
23168,61062,
23169,61063,
23170,61064,
23171,61066,
23172,61067,
23173,61068,
23174,61069,
23175,61070,
23176,61071,
23177,61072,
23178,61074,
23179,61075,
23180,61076,
23181,61077,
23182,61078,
23183,61079,
23184,61080,
23185,61081,
23186,61082,
23187,61084,
23188,61085,
23189,61086,
23190,61087,
23191,61088,
23192,61089,
23193,61091,
23194,61092,
23195,61093,
23196,61094,
23197,61095,
23198,61096,12.0
23199,61097,
23200,61098,
23201,61099,
23202,61100,
23203,61101,
23204,61102,
23205,61103,
23206,61104,
23207,61105,
23208,61107,
23209,61108,
23210,61111,
23211,61113,
23212,61114,
23213,61116,
23214,61117,
23215,61118,
23216,61120,
23217,61121,
23218,61122,
23219,61123,
23220,61124,
23221,61126,
23222,61129,
23223,61130,
23224,61133,
23225,61137,
23226,61138,
23227,61139,
23228,61140,
23229,61141,
23230,61142,
23231,61143,
23232,61145,13.0
23233,61146,
23234,61148,
23235,61149,
23236,61150,
23237,61151,
23238,61152,
23239,61153,12.0
23240,61156,
23241,61158,
23242,61159,
23243,61160,
23244,61162,
23245,61163,
23246,61164,
23247,61165,
23248,61166,
23249,61167,18.0
23250,61168,18.0
23251,61169,25.0
23252,61170,
23253,61171,
23254,61176,
23255,61178,
23256,61180,
23257,61181,
23258,61182,
23259,61183,
23260,61187,
23261,61188,
23262,61189,
23263,61190,
23264,61192,
23265,61193,
23266,61194,
23267,61195,
23268,61196,
23269,61197,
23270,61198,
23271,61199,
23272,61202,
23273,61203,
23274,61206,
23275,61207,
23276,61208,
23277,61209,
23278,61210,
23279,61211,12.0
23280,61212,
23281,61213,
23282,61214,25.0
23283,61215,
23284,61216,
23285,61217,
23286,61218,
23287,61219,
23288,61221,
23289,61222,
23290,61224,
23291,61225,
23292,61227,
23293,61228,
23294,61229,
23295,61230,14.0
23296,61232,
23297,61233,
23298,61234,
23299,61237,
23300,61238,
23301,61240,
23302,61241,
23303,61242,
23304,61243,
23305,61244,
23306,61248,
23307,61251,
23308,61252,
23309,61255,
23310,61256,
23311,61257,
23312,61258,
23313,61259,
23314,61260,
23315,61261,
23316,61262,
23317,61263,
23318,61264,
23319,61265,
23320,61266,
23321,61267,
23322,61268,
23323,61269,
23324,61271,
23325,61272,
23326,61273,
23327,61274,
23328,61275,
23329,61276,
23330,61277,
23331,61278,
23332,61279,
23333,61281,
23334,61283,
23335,61284,
23336,61286,
23337,61287,
23338,61288,
23339,61289,
23340,61290,
23341,61291,
23342,61292,
23343,61293,21.0
23344,61294,
23345,61295,
23346,61297,
23347,61298,
23348,61300,
23349,61301,
23350,61302,
23351,61303,
23352,61304,
23353,61307,
23354,61308,
23355,61309,11.0
23356,61310,
23357,61314,
23358,61316,
23359,61317,
23360,61319,
23361,61321,
23362,61322,
23363,61323,
23364,61324,
23365,61326,
23366,61327,
23367,61328,
23368,61329,
23369,61330,
23370,61331,
23371,61332,
23372,61333,
23373,61336,
23374,61339,15.0
23375,61341,
23376,61342,
23377,61344,
23378,61345,
23379,61346,
23380,61347,
23381,61348,
23382,61349,
23383,61350,
23384,61351,
23385,61352,
23386,61357,
23387,61358,
23388,61360,
23389,61361,
23390,61362,
23391,61363,
23392,61365,
23393,61366,
23394,61367,
23395,61369,
23396,61370,
23397,61371,
23398,61372,
23399,61373,
23400,61374,
23401,61375,
23402,61376,
23403,61379,
23404,61381,
23405,61382,
23406,61384,
23407,61385,
23408,61386,
23409,61387,
23410,61388,
23411,61389,
23412,61390,
23413,61391,8.0
23414,61392,
23415,61393,
23416,61394,
23417,61395,
23418,61396,
23419,61397,11.0
23420,61398,
23421,61399,
23422,61400,
23423,61401,
23424,61402,
23425,61404,
23426,61405,
23427,61406,
23428,61407,
23429,61408,
23430,61411,
23431,61412,
23432,61413,
23433,61414,
23434,61415,
23435,61416,
23436,61418,
23437,61419,
23438,61420,
23439,61421,
23440,61422,
23441,61423,
23442,61424,
23443,61425,
23444,61426,
23445,61427,
23446,61429,
23447,61432,
23448,61433,
23449,61435,
23450,61436,
23451,61438,
23452,61439,
23453,61440,
23454,61442,
23455,61443,
23456,61444,
23457,61445,
23458,61446,
23459,61447,
23460,61448,
23461,61450,
23462,61451,
23463,61452,
23464,61453,
23465,61454,
23466,61456,
23467,61457,
23468,61459,
23469,61460,
23470,61461,
23471,61462,
23472,61463,
23473,61464,16.0
23474,61466,
23475,61467,
23476,61472,
23477,61473,
23478,61474,14.0
23479,61475,
23480,61476,
23481,61479,
23482,61480,
23483,61481,
23484,61482,
23485,61483,12.0
23486,61484,11.0
23487,61485,
23488,61486,14.0
23489,61487,
23490,61488,
23491,61490,
23492,61491,18.0
23493,61492,
23494,61493,
23495,61494,
23496,61497,
23497,61498,
23498,61499,
23499,61500,
23500,61501,
23501,61502,
23502,61503,
23503,61505,
23504,61507,
23505,61508,21.0
23506,61510,
23507,61512,
23508,62001,
23509,62002,
23510,62003,
23511,62004,16.0
23512,62005,
23513,62006,
23514,62007,
23515,62008,
23516,62009,
23517,62010,
23518,62011,
23519,62012,
23520,62013,
23521,62014,18.0
23522,62015,
23523,62016,
23524,62017,
23525,62018,
23526,62019,12.0
23527,62020,
23528,62021,
23529,62022,
23530,62023,11.0
23531,62024,
23532,62025,13.0
23533,62026,
23534,62027,
23535,62028,
23536,62029,
23537,62030,
23538,62031,
23539,62032,18.0
23540,62033,16.0
23541,62034,14.0
23542,62035,13.0
23543,62036,
23544,62037,
23545,62038,16.0
23546,62039,
23547,62040,20.0
23548,62041,23.0
23549,62042,
23550,62043,14.0
23551,62044,
23552,62045,
23553,62046,
23554,62047,
23555,62048,28.0
23556,62049,
23557,62050,
23558,62051,17.0
23559,62052,
23560,62053,
23561,62054,
23562,62055,
23563,62056,
23564,62057,17.0
23565,62058,
23566,62059,
23567,62060,29.0
23568,62061,
23569,62062,
23570,62063,
23571,62064,
23572,62065,26.0
23573,62066,
23574,62067,
23575,62068,
23576,62069,
23577,62070,
23578,62071,
23579,62072,
23580,62073,
23581,62074,
23582,62075,
23583,62076,
23584,62077,
23585,62078,
23586,62079,
23587,62080,23.0
23588,62081,
23589,62082,
23590,62083,25.0
23591,62084,
23592,62085,
23593,62086,
23594,62087,
23595,62088,
23596,62089,
23597,62090,
23598,62091,
23599,62092,
23600,62093,
23601,62094,
23602,62095,
23603,62096,
23604,62097,
23605,62099,14.0
23606,62100,
23607,62101,
23608,62102,
23609,62103,
23610,62104,
23611,62105,
23612,62106,
23613,62107,
23614,62108,18.0
23615,62109,
23616,62111,
23617,62112,
23618,62113,
23619,62114,
23620,62115,
23621,62116,
23622,62117,
23623,62118,
23624,62119,25.0
23625,62120,
23626,62121,
23627,62122,
23628,62123,
23629,62124,
23630,62125,
23631,62126,18.0
23632,62127,
23633,62128,11.0
23634,62129,
23635,62130,
23636,62131,
23637,62132,9.0
23638,62133,29.0
23639,62134,
23640,62135,
23641,62137,
23642,62138,
23643,62139,16.0
23644,62140,
23645,62141,
23646,62142,
23647,62143,
23648,62144,
23649,62145,
23650,62146,
23651,62147,
23652,62148,
23653,62149,
23654,62150,
23655,62151,
23656,62152,
23657,62153,
23658,62154,
23659,62155,
23660,62156,
23661,62157,
23662,62158,
23663,62160,28.0
23664,62161,
23665,62162,
23666,62163,
23667,62164,
23668,62165,
23669,62166,
23670,62167,
