CODGEO,MED20
57230,23640.0
57231,
57232,21240.0
57233,
57234,23650.0
57235,23550.0
57236,
57237,22540.0
57238,23470.0
57239,21700.0
57240,18200.0
57241,18320.0
57242,23750.0
57244,22290.0
57245,35840.0
57246,21280.0
57247,
57248,
57249,28850.0
57250,22770.0
57251,23810.0
57252,23590.0
57253,21760.0
57254,23000.0
57255,22930.0
57256,24400.0
57257,20980.0
57258,20220.0
57259,25770.0
57260,25060.0
57261,22250.0
57262,22040.0
57263,23160.0
57264,21880.0
57265,
57266,19790.0
57267,21670.0
57268,21490.0
57269,21580.0
57270,21700.0
57271,23900.0
57272,20510.0
57273,22920.0
57274,23860.0
57275,22560.0
57276,23420.0
57277,23290.0
57278,
57280,23250.0
57281,19710.0
57282,44180.0
57283,21470.0
57284,23480.0
57286,21120.0
57287,27260.0
57288,21870.0
57289,24370.0
57290,22990.0
57291,20150.0
57292,
57293,22600.0
57294,21500.0
57295,26360.0
57296,23260.0
57297,22480.0
57298,22520.0
57299,22950.0
57300,22110.0
57301,20820.0
57302,21240.0
57303,23260.0
57304,22980.0
57305,29010.0
57306,21210.0
57307,23790.0
57308,21120.0
57309,25040.0
57310,21870.0
57311,22950.0
57312,23140.0
57313,23530.0
57314,22660.0
57315,23120.0
57316,23450.0
57317,
57318,24870.0
57319,23000.0
57320,20390.0
57321,23200.0
57322,23520.0
57323,30780.0
57324,24140.0
57325,21510.0
57326,23200.0
57328,
57329,22820.0
57330,23000.0
57331,24280.0
57332,18650.0
57333,24100.0
57334,22730.0
57335,21740.0
57336,19450.0
57337,23340.0
57338,22530.0
57339,24850.0
57340,23250.0
57341,27540.0
57342,
57343,26310.0
57344,23030.0
57345,28630.0
57346,22490.0
57347,20380.0
57348,25060.0
57349,23710.0
57350,26380.0
57351,26400.0
57352,31710.0
57353,
57354,23010.0
57355,24200.0
57356,36170.0
57357,21840.0
57358,25320.0
57359,21630.0
57360,24790.0
57361,27030.0
57362,22870.0
57364,31020.0
57365,25400.0
57366,25310.0
57367,22550.0
57368,19070.0
57370,26720.0
57371,25370.0
57372,27700.0
57373,24860.0
57374,21200.0
57375,20590.0
57376,21680.0
57377,22230.0
57379,20620.0
57380,24570.0
57381,21230.0
57382,22930.0
57383,22610.0
57384,23600.0
57385,27210.0
57386,22860.0
57387,21890.0
57388,24780.0
57389,23260.0
57390,20180.0
57391,
57392,22330.0
57393,21200.0
57394,22780.0
57395,21600.0
57396,30360.0
57397,25980.0
57398,20880.0
57399,
57401,
57402,
57403,24310.0
57404,23010.0
57405,
57406,24110.0
57407,21390.0
57408,22720.0
57409,24030.0
57410,20300.0
57411,23400.0
57412,25000.0
57413,23600.0
57414,23170.0
57415,30150.0
57416,24090.0
57417,
57418,19690.0
57419,24940.0
57421,21410.0
57422,26020.0
57423,
57424,22200.0
57425,24310.0
57426,26200.0
57427,22490.0
57428,23050.0
57430,23640.0
57431,27360.0
57433,21110.0
57434,20270.0
57436,21300.0
57437,29770.0
57438,29180.0
57439,28830.0
57440,24990.0
57441,28910.0
57442,23550.0
57443,23360.0
57444,24040.0
57445,28190.0
57446,
57447,27160.0
57448,20760.0
57449,27800.0
57451,19840.0
57452,27470.0
57453,23100.0
57454,27890.0
57455,19480.0
57456,23260.0
57457,22430.0
57459,29710.0
57460,24050.0
57461,21760.0
57462,22860.0
57463,20410.0
57464,25070.0
57465,27820.0
57466,23360.0
57467,25480.0
57468,23170.0
57469,20150.0
57470,
57471,23480.0
57472,22070.0
57473,
57474,21470.0
57475,35800.0
57476,24800.0
57477,22410.0
57478,
57479,28520.0
57480,21330.0
57481,22950.0
57482,26530.0
57483,17800.0
57484,20290.0
57485,20380.0
57486,18980.0
57487,23660.0
57488,20060.0
57489,22030.0
57490,20650.0
57491,19190.0
57492,20830.0
57493,22490.0
57494,22090.0
57495,21580.0
57496,19560.0
57497,20810.0
57498,26360.0
57499,25820.0
57500,
57501,
57502,24720.0
57504,22700.0
57505,23240.0
57506,20250.0
57507,23470.0
57508,20490.0
57509,23710.0
57510,27060.0
57511,27350.0
57512,28630.0
57513,25620.0
57514,25400.0
57515,23690.0
57516,24710.0
57517,24160.0
57518,21070.0
57519,26130.0
57520,
57521,25780.0
57524,21420.0
57525,
57526,25810.0
57527,25190.0
57528,21420.0
57529,27490.0
57530,22790.0
57531,25510.0
57532,22620.0
57533,29460.0
57534,29050.0
57535,22280.0
57536,23180.0
57537,19720.0
57538,23220.0
57539,
57540,22200.0
57541,21170.0
57542,21500.0
57543,24970.0
57544,22020.0
57545,30800.0
57546,31300.0
57547,25780.0
57548,25290.0
57549,22670.0
57550,24170.0
57551,22230.0
57552,27160.0
57553,28060.0
57554,29550.0
57555,23680.0
57556,20610.0
57557,33970.0
57558,
57559,25150.0
57560,19810.0
57561,23020.0
57562,24140.0
57563,24990.0
57564,19450.0
57565,31870.0
57566,23430.0
57567,22150.0
57568,23830.0
57569,24670.0
57570,23510.0
57571,23670.0
57572,24060.0
57573,21370.0
57574,41340.0
57575,26190.0
57576,26450.0
57577,22250.0
57578,25180.0
57579,23160.0
57580,18600.0
57581,19980.0
57582,24500.0
57583,23230.0
57584,23740.0
57586,28910.0
57587,21650.0
57588,37580.0
57589,24620.0
57590,23690.0
57591,19720.0
57592,22410.0
57593,23560.0
57594,
57595,
57596,20580.0
57597,19870.0
57598,21760.0
57599,23490.0
57600,35920.0
57601,27570.0
57602,29530.0
57603,31270.0
57604,28620.0
57605,24160.0
57606,20480.0
57607,29220.0
57609,22630.0
57610,26500.0
57611,21410.0
57612,23110.0
57613,22910.0
57614,23180.0
57615,21670.0
57616,27750.0
57617,25480.0
57618,22420.0
57619,23110.0
57620,23060.0
57621,21910.0
57622,24560.0
57623,21900.0
57624,28790.0
57625,22860.0
57626,26540.0
57627,25270.0
57628,20950.0
57629,21800.0
57630,19580.0
57631,19820.0
57633,24000.0
57634,30570.0
57635,23680.0
57636,25200.0
57637,22960.0
57638,23650.0
57639,21400.0
57640,26710.0
57641,25220.0
57642,27540.0
57643,26300.0
57644,23460.0
57645,25270.0
57647,21260.0
57648,24780.0
57649,27740.0
57650,26490.0
57651,22410.0
57652,26430.0
57653,
57654,25760.0
57655,24280.0
57656,24300.0
57657,
57658,22940.0
57659,25230.0
57660,18390.0
57661,20250.0
57662,
57663,20210.0
57664,
57665,24500.0
57666,22720.0
57667,23520.0
57668,22340.0
57669,20270.0
57670,21750.0
57671,23170.0
57672,23910.0
57673,
57674,23140.0
57675,22320.0
57676,
57677,27120.0
57678,28140.0
57679,24000.0
57680,22650.0
57681,23410.0
57682,
57683,18200.0
57684,22550.0
57685,22810.0
57686,20630.0
57687,22710.0
57689,26890.0
57690,22540.0
57691,
57692,
57693,30060.0
57694,30820.0
57695,27210.0
57696,24440.0
57697,22170.0
57698,21150.0
57700,22910.0
57701,30410.0
57702,23600.0
57703,22480.0
57704,24010.0
57705,22800.0
57706,21230.0
57707,24770.0
57708,25160.0
57709,22120.0
57711,21460.0
57712,21110.0
57713,22070.0
57714,22820.0
57715,23940.0
57716,26360.0
57717,20170.0
57718,23330.0
57719,
57720,26700.0
57721,21670.0
57723,22160.0
57724,22320.0
57725,20660.0
57726,24180.0
57727,24910.0
57728,24870.0
57730,24150.0
57731,32480.0
57732,21570.0
57733,27120.0
57734,21840.0
57736,25320.0
57737,
57738,22300.0
57739,22680.0
57740,22780.0
57741,23890.0
57742,22490.0
57743,25140.0
57745,24300.0
57746,23690.0
57747,25400.0
57748,22900.0
57749,26040.0
57750,23730.0
57751,17060.0
57752,22960.0
57753,
57754,21420.0
57755,24170.0
57756,22530.0
57757,23880.0
57759,
57760,22570.0
57761,23440.0
57762,21030.0
57763,
57764,34500.0
57765,23080.0
57767,30460.0
58001,20890.0
58002,20890.0
58003,20920.0
58004,19090.0
58005,20240.0
58006,18900.0
58007,20360.0
58008,17580.0
58009,20850.0
58010,19690.0
58011,21610.0
58012,20460.0
58013,
58014,
58015,19310.0
58016,22600.0
58017,19060.0
58018,
58019,
58020,23580.0
58021,20870.0
58023,22270.0
58024,20490.0
58025,21720.0
58026,19690.0
58027,17650.0
58028,23400.0
58029,
58030,18980.0
58031,19420.0
58032,20050.0
58033,20130.0
58034,16520.0
58035,20690.0
58036,20580.0
58037,21570.0
58038,21140.0
58039,21700.0
58040,16250.0
58041,19600.0
58042,20790.0
58043,
58044,21000.0
58045,21790.0
58046,19950.0
58047,20910.0
58048,20800.0
58049,
58050,
58051,22350.0
58052,
58053,20540.0
58054,
58055,21770.0
58056,22870.0
58057,20770.0
58058,20320.0
58059,20530.0
58060,21260.0
58061,21260.0
58062,18300.0
58063,21560.0
58064,21940.0
58065,20320.0
58066,
58067,23630.0
58068,23040.0
58069,20090.0
58070,
58071,23280.0
58072,22760.0
58073,23720.0
58074,19720.0
58075,21470.0
58076,
58077,22200.0
58078,
58079,18080.0
58080,18870.0
58081,22010.0
58082,22000.0
58083,20420.0
58084,
58085,20320.0
58086,20670.0
58087,19390.0
58088,23020.0
58089,22950.0
58090,21400.0
58092,20330.0
58093,19440.0
58094,19560.0
58095,20620.0
58096,22700.0
58097,
58098,22390.0
58099,18590.0
58101,20130.0
58102,20000.0
58103,20320.0
58104,21210.0
58105,22000.0
58106,20630.0
58107,18100.0
58108,
58109,19210.0
58110,19110.0
58111,20900.0
58112,23030.0
58113,22390.0
58114,
58115,19500.0
58116,18020.0
58117,18750.0
58118,19470.0
58119,
58120,19250.0
58121,21210.0
58122,22210.0
58123,22980.0
58124,22510.0
58125,
58126,21940.0
58127,19850.0
58128,
58129,20850.0
58130,19510.0
58131,21000.0
58132,20230.0
58133,
58134,20150.0
58135,
58136,
58137,
58138,21650.0
58139,17610.0
58140,19420.0
58141,
58142,19380.0
58143,19600.0
58144,19350.0
58145,20260.0
58146,19190.0
58147,21560.0
58148,22120.0
58149,20040.0
58150,20580.0
58151,19320.0
58152,22480.0
58153,
58154,20290.0
58155,23130.0
58156,19870.0
58157,21380.0
58158,21450.0
58159,21690.0
58160,25460.0
58161,17540.0
58162,20210.0
58163,21470.0
58164,22710.0
58165,22850.0
58166,20630.0
58168,18390.0
58169,
58170,19560.0
58171,19690.0
58172,18730.0
58173,19890.0
58174,23390.0
58175,20000.0
58176,23550.0
58177,19190.0
58178,16920.0
58179,20140.0
58180,19980.0
58181,19450.0
58182,20520.0
58183,
58184,20380.0
58185,20230.0
58186,
58187,19130.0
58188,17480.0
58189,21700.0
58190,17260.0
58191,19840.0
58192,18860.0
58193,20950.0
58194,19700.0
58195,19310.0
58196,21550.0
58197,20540.0
58198,20580.0
58199,19180.0
58200,20950.0
58201,19230.0
58202,
58203,
58204,21130.0
58205,19460.0
58206,
58207,23080.0
58208,21480.0
58209,21200.0
58210,18770.0
58211,16200.0
58212,19860.0
58213,20960.0
58214,23340.0
58215,21650.0
58216,23010.0
58217,21960.0
58218,19940.0
58219,17100.0
58220,23090.0
58221,18850.0
58222,23200.0
58223,18810.0
58224,
58225,19780.0
58226,21140.0
58227,19730.0
58228,24550.0
58229,21680.0
58230,
58231,22350.0
58232,22240.0
58233,19660.0
58234,
58235,19580.0
58236,22340.0
58237,
58238,24540.0
58239,21950.0
58240,
58241,20100.0
58242,19710.0
58243,21120.0
58244,20620.0
58245,18240.0
58246,19520.0
58247,23850.0
58248,19780.0
58249,19830.0
58250,21390.0
58251,22600.0
58252,22920.0
58253,
58254,24740.0
58255,20090.0
58256,21450.0
58257,
58258,22540.0
58259,18930.0
58260,23160.0
58261,21850.0
58262,22070.0
58263,19370.0
58264,19620.0
58265,22090.0
58266,19720.0
58267,20790.0
58268,19990.0
58269,20900.0
58270,20490.0
58271,21310.0
58272,22600.0
58273,23840.0
58274,
58275,19830.0
58276,17400.0
58277,20970.0
58278,22680.0
58279,21830.0
58280,22780.0
58281,19840.0
58282,22870.0
58283,
58284,
58285,18250.0
58286,19840.0
58287,19540.0
58288,
58289,19550.0
58290,
58291,22480.0
58292,20870.0
58293,21070.0
58294,21270.0
58295,22490.0
58296,21380.0
58297,22010.0
58298,22510.0
58299,20950.0
58300,23760.0
58301,17520.0
58302,22480.0
58303,22180.0
58304,19300.0
58305,19490.0
58306,20250.0
58307,21080.0
58308,
58309,19610.0
58310,
58311,20420.0
58312,21660.0
58313,19250.0
59001,24830.0
59002,19110.0
59003,23040.0
59004,27990.0
59005,25590.0
59006,25620.0
59007,21000.0
59008,17130.0
59009,21540.0
59010,22840.0
59011,23030.0
59012,18150.0
59013,26400.0
59014,16430.0
59015,21140.0
59016,24280.0
59017,18560.0
59018,21150.0
59019,24170.0
59021,20580.0
59022,26650.0
59023,22930.0
59024,18960.0
59025,28470.0
59026,21850.0
59027,25020.0
59028,17830.0
59029,26370.0
59031,26400.0
59032,19500.0
59033,17730.0
59034,29500.0
59035,20070.0
59036,15640.0
59037,18640.0
59038,21990.0
59039,25140.0
59041,18630.0
59042,26430.0
59043,22700.0
59044,25970.0
59045,19920.0
59046,20730.0
59047,19790.0
59048,23510.0
59049,20630.0
59050,22450.0
59051,20270.0
59052,21630.0
59053,20220.0
59054,21500.0
59055,19240.0
59056,29450.0
59057,23030.0
59058,22540.0
59059,19350.0
59060,20160.0
59061,17090.0
59062,21920.0
59063,19150.0
59064,22100.0
59065,22580.0
59066,21670.0
59067,20960.0
59068,20020.0
59069,21800.0
59070,23480.0
59071,27640.0
59072,25960.0
59073,23220.0
59074,20140.0
59075,21730.0
59076,20490.0
59077,20750.0
59078,21880.0
59079,16690.0
59080,24960.0
59081,20140.0
59082,24850.0
59083,23820.0
59084,21540.0
59085,22680.0
59086,23220.0
59087,20870.0
59088,28080.0
59089,20810.0
59090,33780.0
59091,23800.0
59092,20070.0
59093,21870.0
59094,18960.0
59096,30040.0
59097,21650.0
59098,24200.0
59099,20100.0
59100,27690.0
59101,21950.0
59102,20410.0
59103,23490.0
59104,18900.0
59105,25990.0
59106,28750.0
59107,21860.0
59108,19930.0
59109,27590.0
59110,25770.0
59111,21360.0
59112,16890.0
59113,20120.0
59114,23140.0
59115,21990.0
59116,27720.0
59117,22460.0
59118,17890.0
59119,21130.0
59120,24170.0
59121,23270.0
59122,19160.0
59123,26120.0
59124,28670.0
59125,24800.0
59126,21140.0
59127,23240.0
59128,25120.0
59129,27300.0
59130,22410.0
59131,20170.0
59132,20830.0
59133,26430.0
59134,20740.0
59135,22280.0
59136,16270.0
59137,18640.0
59138,22150.0
59139,17290.0
59140,19560.0
59141,22380.0
59142,22850.0
59143,23360.0
59144,25630.0
59145,28630.0
59146,29600.0
59147,
59148,22090.0
59149,21050.0
59150,29190.0
59151,21750.0
59152,21680.0
59153,16190.0
59155,20140.0
59156,21220.0
59157,19680.0
59158,26310.0
59159,22070.0
59160,17880.0
59161,22640.0
59162,25710.0
59163,22480.0
59164,23640.0
59165,22260.0
59166,25470.0
59167,22270.0
59168,26630.0
59169,20240.0
59170,17720.0
59171,
59172,14660.0
59173,25690.0
59174,23660.0
59175,24190.0
59176,22410.0
59177,21440.0
59178,18170.0
59179,17330.0
59180,25090.0
59181,23990.0
59182,20540.0
59183,19800.0
59184,22020.0
59185,19180.0
59186,
59187,23490.0
59188,24430.0
59189,24960.0
59190,26040.0
59191,18270.0
59192,21590.0
59193,26080.0
59194,20610.0
59195,30150.0
59196,30130.0
59197,29110.0
59198,23130.0
59199,25250.0
59200,20860.0
59201,30030.0
59202,22290.0
59203,22060.0
59204,22720.0
59205,17130.0
59206,19590.0
59207,16100.0
59208,36610.0
59209,20400.0
59210,23100.0
59211,23830.0
59212,21230.0
59213,25030.0
59214,24070.0
59215,26500.0
59216,25220.0
59217,31880.0
59218,20020.0
59219,23550.0
59220,21860.0
59221,24140.0
59222,27030.0
59223,20630.0
59224,21580.0
59225,19010.0
59226,20960.0
59227,19360.0
59228,24450.0
59229,22850.0
59230,18840.0
59231,20540.0
59232,24500.0
59233,19930.0
59234,18980.0
59236,22360.0
59237,25230.0
59238,23900.0
59239,23870.0
59240,22920.0
59241,19840.0
59242,22480.0
59243,20930.0
59244,22000.0
59246,20750.0
59247,27120.0
59249,16500.0
59250,29230.0
59251,24510.0
59252,24670.0
59253,17060.0
59254,23320.0
59255,22000.0
59256,25740.0
59257,26860.0
59258,27740.0
59259,26150.0
59260,23210.0
59261,17730.0
59262,22380.0
59263,25580.0
59264,23350.0
59265,24030.0
59266,25420.0
59267,21550.0
59268,21000.0
59269,19360.0
59270,21650.0
59271,16270.0
59272,19650.0
59273,21240.0
59274,21030.0
59275,34110.0
59276,18420.0
59277,24850.0
59278,23660.0
59279,20970.0
59280,23040.0
59281,23890.0
59282,24090.0
59283,24410.0
59284,22740.0
59285,20690.0
59286,20880.0
59287,20400.0
59288,19830.0
59289,20610.0
59290,22040.0
59291,16180.0
59292,17160.0
59293,23450.0
59294,22580.0
59295,20580.0
59296,22920.0
59297,21270.0
59299,22460.0
59300,20920.0
59301,21850.0
59302,19420.0
59303,26470.0
59304,26150.0
59305,22510.0
59306,21800.0
59307,19960.0
59308,25090.0
59309,20790.0
59310,24010.0
59311,18130.0
59312,20370.0
59313,21690.0
59314,19890.0
59315,23220.0
59316,25060.0
59317,21360.0
59318,23730.0
59319,24020.0
59320,23990.0
59321,19330.0
59322,19640.0
59323,26220.0
59324,16480.0
59325,24350.0
59326,21320.0
59327,18410.0
59328,27170.0
59329,22010.0
59330,27160.0
59331,17870.0
59332,19360.0
59333,20040.0
59334,23010.0
59335,25890.0
59336,20020.0
59337,21620.0
59338,23570.0
59339,23760.0
59340,22890.0
59341,23070.0
59342,23320.0
59343,24850.0
59344,18510.0
59345,20630.0
59346,25270.0
59347,21880.0
59348,21730.0
59349,20110.0
59350,20000.0
59351,21870.0
59352,24620.0
59353,22700.0
59354,26440.0
59356,33350.0
59357,22470.0
59358,21790.0
59359,21040.0
59360,19150.0
59361,15600.0
59363,23000.0
59364,30940.0
59365,14810.0
59366,24160.0
59367,21790.0
59368,24760.0
59369,22190.0
59370,25310.0
59371,32330.0
59372,20880.0
59374,22490.0
59375,23140.0
59377,20780.0
59378,28390.0
59379,22440.0
59381,23990.0
59382,18530.0
59383,19310.0
59384,20920.0
59385,18480.0
59386,23600.0
59387,19830.0
59388,26430.0
59389,19650.0
59390,17610.0
59391,22640.0
59392,15990.0
59393,21950.0
59394,20250.0
59395,21870.0
59396,22900.0
59397,23640.0
59398,34810.0
59399,25410.0
59400,20210.0
59401,24390.0
59402,22430.0
59403,23630.0
59405,19790.0
59406,21750.0
59407,25770.0
59408,26580.0
59409,20030.0
59410,19190.0
59411,27590.0
59412,18720.0
59413,22050.0
59414,19150.0
59415,24390.0
59416,23390.0
59418,18090.0
59419,26970.0
59420,
59421,28260.0
59422,22280.0
59423,22580.0
59424,18340.0
59425,24250.0
59426,24420.0
59427,28430.0
59428,19540.0
59429,19470.0
59430,19850.0
59431,23000.0
59432,25060.0
59433,20230.0
59434,24990.0
59435,26660.0
59436,21620.0
59437,27690.0
59438,21430.0
59439,22130.0
59440,21270.0
59441,23990.0
59442,26870.0
59443,24100.0
59444,19720.0
59445,20100.0
59446,26780.0
59447,18530.0
59448,20210.0
59449,21820.0
59450,20690.0
59451,26380.0
59452,18520.0
59453,22610.0
59454,21320.0
59455,22350.0
59456,17800.0
59457,23040.0
59458,28950.0
59459,20750.0
59461,21260.0
59462,26840.0
59463,22850.0
59464,18710.0
59465,20500.0
59466,25330.0
59467,20560.0
59468,25270.0
59469,24290.0
59470,27470.0
59471,24850.0
59472,20880.0
59473,25310.0
59474,20300.0
59475,20860.0
59476,22690.0
59477,21490.0
59478,24560.0
59479,21280.0
59480,25850.0
59481,19300.0
59482,24870.0
59483,21600.0
59484,16240.0
59485,19570.0
59486,21200.0
59487,30950.0
59488,21930.0
59489,23080.0
59490,21510.0
59491,17410.0
59492,20820.0
59493,19630.0
59494,21320.0
59495,18560.0
59496,20570.0
59497,22320.0
59498,19740.0
59499,21720.0
59500,21470.0
59501,21350.0
59502,20230.0
59503,22800.0
59504,19000.0
59505,26160.0
59506,22090.0
59507,21620.0
59508,24530.0
59509,20400.0
59511,25890.0
59512,14520.0
59513,24700.0
59514,21100.0
59515,21360.0
59516,22330.0
59517,22050.0
59518,23740.0
59519,24360.0
59520,21610.0
59521,22130.0
59522,29440.0
59523,30520.0
59524,24390.0
59525,18200.0
59526,20480.0
59527,23850.0
59528,20440.0
59529,23540.0
59530,24260.0
59531,20660.0
59532,21170.0
59533,20090.0
59534,21120.0
59535,25220.0
59536,25700.0
59537,25290.0
59538,19790.0
59539,22210.0
59541,19930.0
59542,21240.0
59543,21130.0
59544,21490.0
59545,18230.0
59546,23120.0
59547,19990.0
59548,21460.0
59549,20450.0
59550,21860.0
59551,27720.0
59552,20440.0
59553,26050.0
59554,27880.0
59555,17850.0
59556,22270.0
59557,23480.0
59558,21740.0
59559,29070.0
59560,21780.0
59562,22080.0
59563,24530.0
59564,18760.0
59565,24100.0
59566,24750.0
59567,24190.0
59568,23460.0
59569,18190.0
59570,29690.0
59571,18430.0
59572,19880.0
59573,21860.0
59574,18330.0
59575,25100.0
59576,23880.0
59577,21410.0
59578,22470.0
59579,23660.0
59580,22750.0
59581,23970.0
59582,22650.0
59583,20620.0
59584,25500.0
59585,25720.0
59586,26230.0
59587,25540.0
59588,25320.0
59589,20530.0
59590,21470.0
59591,17690.0
59592,24350.0
59593,25110.0
59594,20970.0
59595,24390.0
59596,27600.0
59597,26260.0
59598,24290.0
59599,17850.0
59600,29540.0
59601,18590.0
59602,27800.0
59603,19370.0
59604,20120.0
59605,26070.0
59606,19730.0
59607,22470.0
59608,25410.0
59609,28570.0
59610,23870.0
59611,30470.0
59612,24250.0
59613,20960.0
59614,19890.0
59615,23710.0
59616,17830.0
59617,22300.0
59618,21400.0
59619,25330.0
59620,23830.0
59622,21420.0
59623,20770.0
59624,18930.0
59625,23230.0
59626,26230.0
59627,22230.0
59628,23900.0
59629,23520.0
59630,23010.0
59631,19460.0
59632,19610.0
59633,22430.0
59634,24070.0
59635,23890.0
59636,25990.0
59637,24200.0
59638,25870.0
59639,25080.0
59640,25310.0
59641,23630.0
59642,25230.0
59643,22590.0
59645,23430.0
59646,25090.0
59647,18470.0
59648,21360.0
59649,22090.0
59650,19000.0
59651,16890.0
59652,21430.0
59653,23110.0
59654,16370.0
59655,23530.0
59656,22990.0
59657,23130.0
59658,26910.0
59659,17160.0
59660,24780.0
59661,18070.0
59662,22680.0
59663,22610.0
59664,21750.0
59665,22080.0
59666,22840.0
59667,23150.0
59668,24320.0
59669,21420.0
59670,24510.0
60001,19920.0
60002,24870.0
60003,26600.0
60004,22730.0
60005,24240.0
60006,24100.0
60007,26420.0
60008,25170.0
60009,24580.0
60010,25960.0
60011,20590.0
60012,23820.0
60013,27360.0
60014,22800.0
60015,23470.0
60016,26650.0
60017,21610.0
60019,23300.0
60020,26010.0
60021,21640.0
60022,32830.0
60023,27110.0
60024,24450.0
60025,22740.0
60026,22400.0
60027,27720.0
60028,37290.0
60029,23350.0
60030,23050.0
60031,25030.0
60032,21950.0
60033,31730.0
60034,25340.0
60035,20030.0
60036,26590.0
60037,22750.0
60039,20510.0
60040,25620.0
60041,22650.0
60042,25310.0
60043,23190.0
60044,22780.0
60045,29450.0
60046,24150.0
60047,29010.0
60048,22710.0
60049,
60050,26720.0
60051,21520.0
60052,24030.0
60053,22060.0
60054,24980.0
60055,22420.0
60056,
60057,19010.0
60058,24650.0
60059,24400.0
60060,26170.0
60061,
60062,20090.0
60063,26070.0
60064,23650.0
60065,22420.0
60066,27330.0
60067,22400.0
60068,21630.0
60069,25710.0
60070,25540.0
60071,24010.0
60072,21980.0
60073,23150.0
60074,27570.0
60075,21870.0
60076,20420.0
60077,22880.0
60078,21780.0
60079,26310.0
60081,24740.0
60082,22320.0
60083,22990.0
60084,25170.0
60085,25420.0
60086,25070.0
60087,33020.0
60088,24570.0
60089,27130.0
60090,25530.0
60091,26570.0
60092,24880.0
60093,23100.0
60094,25480.0
60095,26760.0
60097,26810.0
60098,25500.0
60099,28170.0
60100,
60101,25020.0
60102,24270.0
60103,22330.0
60104,18300.0
60105,21380.0
60106,24470.0
60107,25460.0
60108,21450.0
60109,22220.0
60110,21210.0
60111,20990.0
60112,22220.0
60113,22990.0
60114,24370.0
60115,22910.0
60116,22650.0
60117,22470.0
60118,22220.0
60119,22500.0
60120,26150.0
60121,20980.0
60122,20970.0
60123,21250.0
60124,21590.0
60125,25270.0
60126,22610.0
60127,22450.0
60128,21200.0
60129,23270.0
60130,25130.0
60131,21290.0
60132,22080.0
60133,21860.0
60134,23890.0
60135,24370.0
60136,22670.0
60137,23560.0
60138,30910.0
60139,23110.0
60140,26130.0
60141,26620.0
60142,27550.0
60143,23110.0
60144,27530.0
60145,25190.0
60146,20510.0
60147,25300.0
60148,25730.0
60149,23870.0
60150,21810.0
60151,25380.0
60152,23740.0
60153,22300.0
60154,26040.0
60155,23210.0
60156,24230.0
60157,21150.0
60158,23720.0
60159,20430.0
60160,22460.0
60161,
60162,25840.0
60163,20780.0
60164,20210.0
60165,25160.0
60166,25040.0
60167,20810.0
60168,21000.0
60169,25900.0
60170,32310.0
60171,23280.0
60172,31200.0
60173,24090.0
60174,22070.0
60175,15280.0
60176,22680.0
60177,24230.0
60178,19860.0
60179,22700.0
60180,22290.0
60181,21630.0
60182,20720.0
60183,22880.0
60184,25940.0
60185,26770.0
60186,25600.0
60187,22000.0
60188,21850.0
60189,22890.0
60190,24600.0
60191,21380.0
60192,21720.0
60193,21690.0
60194,21900.0
60195,26080.0
60196,24840.0
60197,26300.0
60198,23550.0
60199,24440.0
60200,22190.0
60201,20360.0
60203,25370.0
60204,21860.0
60205,
60206,25600.0
60207,25470.0
60208,27570.0
60209,23270.0
60210,24060.0
60211,21900.0
60212,24050.0
60213,28790.0
60214,21210.0
60215,25900.0
60216,24740.0
60217,22300.0
60218,25850.0
60219,20140.0
60220,23120.0
60221,18390.0
60222,25310.0
60223,22600.0
60224,21680.0
60225,24100.0
60226,27060.0
60227,21450.0
60228,26860.0
60229,26850.0
60230,24820.0
60231,27400.0
60232,21110.0
60233,19070.0
60234,23760.0
60235,24050.0
60236,19780.0
60237,
60238,29340.0
60239,24660.0
60240,21090.0
60241,35810.0
60242,21880.0
60243,23140.0
60244,23730.0
60245,18550.0
60247,25290.0
60248,19860.0
60249,29070.0
60250,27150.0
60251,24110.0
60252,23080.0
60253,23670.0
60254,25430.0
60255,22440.0
60256,24140.0
60257,23280.0
60258,21490.0
60259,26320.0
60260,26060.0
60261,30080.0
60262,22960.0
60263,21290.0
60264,25400.0
60265,21430.0
60267,22680.0
60268,23370.0
60269,22220.0
60270,24410.0
60271,
60272,24330.0
60273,26450.0
60274,26850.0
60275,23900.0
60276,24530.0
60277,23560.0
60278,22280.0
60279,25570.0
60280,18600.0
60281,24660.0
60282,30630.0
60283,
60284,25740.0
60285,25410.0
60286,18930.0
60287,22960.0
60288,22910.0
60289,22240.0
60290,24660.0
60291,19570.0
60292,24890.0
60293,28310.0
60294,
60295,21570.0
60296,24470.0
60297,23200.0
60298,22410.0
60299,20290.0
60301,24740.0
60302,23600.0
60303,21330.0
60304,23370.0
60305,22000.0
60306,24980.0
60307,24500.0
60308,25090.0
60309,25860.0
60310,24690.0
60311,20520.0
60312,21000.0
60313,21360.0
60314,21120.0
60315,24530.0
60316,25660.0
60317,24880.0
60318,25140.0
60319,22850.0
60320,25060.0
60321,24360.0
60322,24410.0
60323,23040.0
60324,20580.0
60325,27360.0
60326,31160.0
60327,23000.0
60328,24060.0
60329,23430.0
60330,24500.0
60331,24690.0
60332,25190.0
60333,21900.0
60334,25780.0
60335,25300.0
60336,24450.0
60337,28370.0
60338,25180.0
60339,24310.0
60340,22070.0
60341,27450.0
60342,22530.0
60343,22220.0
60344,21500.0
