CODGEO,Taux_chomage,taux_sans_diplome,taux_maison_princ,taux_loc_princ,taux_inactifs,TP6020,pop_tot
55291,20.86,35.11,56.87,43.32,18.17,17.0,4038
55427,21.23,31.47,62.61,40.27,16.33,18.0,2838
55463,22.74,36.64,59.07,35.12,24.03,21.0,4070
55502,19.35,32.61,64.82,40.46,17.64,24.0,2623
55505,6.86,15.15,83.97,25.69,13.2,10.0,3263
55545,20.23,21.6,43.67,53.04,17.57,20.0,17846
56001,10.36,22.76,95.06,19.58,14.26,12.0,4008
56003,11.87,11.09,78.68,23.98,17.52,6.0,5699
56005,16.9,15.85,74.04,23.56,12.36,10.0,2305
56007,15.63,18.55,41.63,49.08,15.87,15.0,14571
56008,11.12,12.35,88.05,22.33,17.33,7.0,4545
56010,8.8,18.77,85.38,20.74,13.38,9.0,6427
56013,11.74,17.19,84.33,19.21,15.84,10.0,3845
56017,7.14,21.13,94.45,19.18,15.86,10.0,2821
56023,11.34,13.2,88.74,19.8,15.51,7.0,7078
56024,9.28,28.99,92.55,14.96,21.23,11.0,2324
56026,12.76,22.1,93.9,12.74,15.8,17.0,2346
56031,11.49,18.46,94.72,14.34,14.64,11.0,3144
56033,13.87,28.35,90.34,20.28,14.29,14.0,3120
56034,16.59,17.37,77.5,24.88,14.28,10.0,4337
56036,8.95,18.25,83.88,20.24,16.92,8.0,7298
56040,8.9,17.82,94.08,14.9,15.97,9.0,3371
56041,10.57,20.4,94.13,13.68,14.64,12.0,2923
56046,10.18,14.52,91.81,17.25,16.25,9.0,3501
56053,11.1,15.17,81.82,29.42,12.5,9.0,6514
56054,11.56,14.95,86.88,19.6,15.85,9.0,4053
56055,17.86,19.59,75.59,22.54,16.85,11.0,2233
56057,15.51,30.55,84.19,20.76,14.93,15.0,2856
56058,9.16,14.28,97.7,15.73,13.01,9.0,3433
56061,10.63,25.91,92.05,21.08,14.63,12.0,4079
56066,12.31,25.04,92.33,16.31,17.95,13.0,3935
56067,7.79,15.19,93.76,17.1,15.67,7.0,5754
56069,18.59,25.27,92.05,22.39,15.57,15.0,2303
56070,11.05,26.36,97.79,16.8,15.31,12.0,2313
56075,9.1,15.86,82.54,34.54,13.89,9.0,6378
56078,11.36,12.97,79.09,23.79,15.63,7.0,12037
56081,11.21,24.13,95.17,13.21,16.67,19.0,2138
56083,13.71,18.78,61.38,34.99,16.0,14.0,16300
56089,9.5,15.38,95.02,15.09,15.37,14.0,2247
56090,10.73,17.59,86.13,17.39,15.08,9.0,6669
56091,15.76,31.46,74.71,29.74,13.18,15.0,2613
56094,8.56,11.78,90.25,16.68,14.66,7.0,7074
56097,8.77,13.82,88.1,17.79,12.59,8.0,4084
56098,15.78,19.45,58.04,37.65,16.76,16.0,23421
56101,10.03,19.26,91.51,17.83,16.22,9.0,8204
56102,8.87,24.27,95.7,15.84,14.23,14.0,2199
56107,12.48,12.61,70.59,26.4,15.77,7.0,8522
56117,12.39,21.41,64.42,40.65,15.85,14.0,4815
56118,12.13,19.54,85.29,21.55,17.04,10.0,4167
56119,9.96,14.67,91.92,17.67,13.42,8.0,3566
56121,18.86,17.25,26.41,53.3,19.61,21.0,58881
56123,11.03,23.48,96.48,18.51,14.83,11.0,2242
56124,11.62,30.5,75.25,25.02,13.15,10.0,2564
56126,8.23,20.61,97.4,19.1,12.86,8.0,2498
56127,11.71,25.44,92.49,19.51,13.25,15.0,3247
56130,10.0,16.57,94.34,19.59,15.81,8.0,3291
56140,6.16,17.83,95.94,16.4,14.04,11.0,3798
56143,10.37,18.73,84.84,26.9,14.15,8.0,5181
56144,10.01,24.16,95.95,17.5,13.59,10.0,3525
56147,11.74,21.15,90.16,21.79,14.24,10.0,4844
56149,9.3,18.72,94.46,18.89,14.09,9.0,2571
56151,8.53,16.8,94.29,16.87,14.47,7.0,3714
56152,14.41,15.81,72.51,26.95,13.46,13.0,2589
56153,9.78,22.63,96.16,21.26,14.59,11.0,2770
56155,16.46,20.6,93.35,22.13,15.71,11.0,2051
56158,10.05,10.65,60.5,35.2,15.25,9.0,6367
56161,8.61,11.81,94.2,14.89,14.32,10.0,3122
56162,11.51,15.71,79.94,18.97,18.53,7.0,19185
56164,9.29,8.73,76.77,30.09,14.68,7.0,6893
56165,10.94,19.2,75.08,29.49,15.3,10.0,10348
56166,12.18,20.73,83.19,22.57,15.76,9.0,5930
56168,11.08,11.94,90.73,18.02,13.79,10.0,2292
56169,12.82,18.59,90.4,19.55,18.37,9.0,5487
56172,9.17,19.76,89.95,19.65,15.28,14.0,2753
56173,10.46,21.66,95.96,15.39,15.36,11.0,4430
56174,7.97,16.24,96.84,15.61,11.27,9.0,2823
56175,8.39,12.94,94.11,16.63,12.52,8.0,4286
56176,11.82,12.29,84.79,27.41,15.43,8.0,6166
56177,11.01,18.91,90.11,19.46,13.72,9.0,7798
56178,16.34,18.94,57.57,40.49,18.03,16.0,16030
56179,8.5,13.49,86.24,18.67,13.66,9.0,3985
56181,14.32,15.84,67.38,26.38,16.52,13.0,2774
56184,11.58,17.57,84.9,26.98,15.3,10.0,8219
56185,7.79,17.36,84.02,19.72,15.18,7.0,9051
56186,16.89,17.01,67.69,27.83,13.83,10.0,4756
56193,11.48,18.24,87.4,23.31,15.63,10.0,5946
